"sNR","mode","MHz","rxTime","senderDXCC","flowStartSeconds","senderCallsign","senderLocator","receiverCallsign","receiverLocator","receiverAntennaInformation","senderDXCCADIF","submode"
-14,"FT8","14.074896","2022-10-15 19:14:59","Poland",1665861299,"SP6CVB","JO80VE","KC1QBY","FN44RG","QRP X5105 EFHW",269,
-11,"FT8","14.074695","2022-10-15 19:15:11","United States",1665861311,"KD9MAB","EN70LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.074213","2022-10-15 19:15:11","United States",1665861311,"K4QQG","EM92pe15","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-8,"FT8","14.074801","2022-10-15 19:15:14","United States",1665861314,"K3MI","EN90LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075089","2022-10-15 19:15:29","United States",1665861329,"KB8VUM","EM89gm67jn","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.075047","2022-10-15 19:15:41","United States",1665861341,"KO4OL","EM77US","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.074895","2022-10-15 19:15:56","United States",1665861356,"KO4FSZ","EM95WP","KC1QBY","FN44RG","QRP X5105 EFHW",291,
0,"FT8","14.074412","2022-10-15 19:15:56","United States",1665861356,"K1HTV","FM18AP","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-10,"FT8","14.075726","2022-10-15 19:15:59","United States",1665861359,"N4G","EL98","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075209","2022-10-15 19:16:11","United States",1665861371,"W9WHF","EM65nw31lo","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075083","2022-10-15 19:16:26","United States",1665861386,"N2TNN","FM17QJ","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-4,"FT8","14.074735","2022-10-15 19:16:26","United States",1665861386,"WB8VZX","EN81ea39","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-8,"FT8","14.074753","2022-10-15 19:16:27","United States",1665861387,"KN4BZT","EM88HM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.074906","2022-10-15 19:16:41","United States",1665861401,"N4USB","FM05LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-8,"FT8","14.074517","2022-10-15 19:16:41","United States",1665861401,"NU0C","EN10ps69","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-1,"FT8","14.076111","2022-10-15 19:16:41","United States",1665861401,"W3BTX","FN00tm44tt","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-21,"FT8","14.074310","2022-10-15 19:16:44","United States",1665861404,"W7MY","DN06if72kc","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-24,"FT8","14.075442","2022-10-15 19:16:59","United States",1665861419,"KI5PPY","EM12LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075932","2022-10-15 19:17:41","Poland",1665861461,"SP6RCK","JO80ru58","KC1QBY","FN44RG","QRP X5105 EFHW",269,
-5,"FT8","14.076218","2022-10-15 19:17:41","United States",1665861461,"KB0XY","EN41RN","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-10,"FT8","14.076435","2022-10-15 19:17:41","United States",1665861461,"KI4EGT","EM74PA","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-2,"FT8","14.075145","2022-10-15 19:17:41","United States",1665861461,"K0GW","EN34NW","KC1QBY","FN44RG","QRP X5105 EFHW",291,
0,"FT8","14.074845","2022-10-15 19:17:56","United States",1665861476,"W4CPO","FM17SC","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-18,"FT8","14.075529","2022-10-15 19:18:26","Poland",1665861506,"SP3QDM","JO82ef55qs","KC1QBY","FN44RG","QRP X5105 EFHW",269,
-16,"FT8","14.075796","2022-10-15 19:18:29","France",1665861509,"F1DFF","JN04LM","KC1QBY","FN44RG","QRP X5105 EFHW",227,
-14,"FT8","14.076060","2022-10-15 19:18:29","France",1665861509,"F5RRS","JN36eb44","KC1QBY","FN44RG","QRP X5105 EFHW",227,
-3,"FT8","14.075340","2022-10-15 19:18:30","United States",1665861510,"KC1QBY","FN44RG","KEVIN","EN90vk","Inverted V",291,
-5,"FT8","14.075330","2022-10-15 19:18:30","United States",1665861510,"KC1QBY","FN44RG","K1RA-PI","FM18cr","Vertical",291,
-7,"FT8","14.075328","2022-10-15 19:18:41","United States",1665861521,"KC1QBY","FN44RG","W6ZD","EL96UQ",,291,
-16,"FT8","14.075345","2022-10-15 19:18:41","United States",1665861521,"KC1QBY","FN44RG","K8WTF","EN91ci",,291,
-13,"FT8","14.075331","2022-10-15 19:18:41","United States",1665861521,"KC1QBY","FN44RG","N4JOM","EM93vn39",,291,
0,"FT8","14.075330","2022-10-15 19:18:41","United States",1665861521,"KC1QBY","FN44RG","WQ5O","EN53UK","Dipole",291,
-3,"FT8","14.075329","2022-10-15 19:18:41","United States",1665861521,"KC1QBY","FN44RG","KJ4ASE","FM17GH","KW TS-450 (1996), EFHW IN TREES 15' UP",291,
-14,"FT8","14.075316","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","VA3FES","EN92KV",,291,
-6,"FT8","14.075333","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","N8LRL","EN82mq00",,291,
-8,"FT8","14.075335","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KC8AAC","EN72FD",,291,
-8,"FT8","14.075340","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KC4EZN","EM85PN",,291,
-16,"FT8","14.075330","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KD9SPR","EN60XB","K6ARK EFHW",291,
-12,"FT8","14.075336","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KU0HN","EN43bx65",,291,
-17,"FT8","14.075332","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KB9CJR","EN51XQ","full wave vert. 100w",291,
-14,"FT8","14.075340","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","N4SB","EM66oc12bn",,291,
-3,"FT8","14.075358","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KF9UP","EN60MK","Gap Titan DX Vertical",291,
-19,"FT8","14.075347","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","K5YE","EM13ja20",,291,
-9,"FT8","14.075332","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KN4POG","FM06AA",,291,
-16,"FT8","14.075330","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","AI4FR","EL88TJ","270' OCFD up 30'",291,
-11,"FT8","14.075356","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","WA2DX","EL87TC",,291,
-17,"FT8","14.075363","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KJ6WKH","EM10AI","random wire",291,
-11,"FT8","14.075329","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KD9LON","EM59fh16","Comet250",291,
-3,"FT8","14.075325","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","K9IMM","EN52CV","TH-7 @ 110' or TH-7 @ 27'",291,
-19,"FT8","14.075364","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","K8CC","EN82HH",,291,
-22,"FT8","14.075364","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KE8DQ","EN80gh91wi","MARYSVILLE OH",291,
1,"FT8","14.075340","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KV8C","EN82gm37",,291,
-22,"FT8","14.075238","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","WA9FCH","FM14bf00","IC-735 ATTC DIPOLE",291,
-9,"FT8","14.075442","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KC8PYO","FM08XQ",,291,
-17,"FT8","14.075333","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KD8ATF","FM09OM",,291,
-22,"FT8","14.075330","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","WA9ABB","EN81eb19mg",,291,
-9,"FT8","14.075354","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KC9TWX","EN61PO",,291,
0,"FT8","14.075337","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","N3GLZ","FM08NC",,291,
-13,"FT8","14.075329","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KB0V","EN40li","4el at 60 ft",291,
-9,"FT8","14.075335","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KF7JIG","EM84MQ",,291,
-13,"FT8","14.075336","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","KD9MIL","EN54tg47","Comet CHA-250B",291,
-16,"FT8","14.075333","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","WB9WIU","EN70el85",,291,
-1,"FT8","14.075414","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","W4APZ","EM94OW",,291,
-14,"FT8","14.075344","2022-10-15 19:18:42","United States",1665861522,"KC1QBY","FN44RG","WE8R","EM79wq03","OCF Dipole",291,
-18,"FT8","14.075331","2022-10-15 19:18:43","United States",1665861523,"KC1QBY","FN44RG","K8SEL","EM98AT","FT891 WITH WIRE DIPOLE",291,
-7,"FT8","14.075336","2022-10-15 19:18:44","United States",1665861524,"KC1QBY","FN44RG","K8IG","EN91gn22","IAC Double Bazooka",291,
-12,"FT8","14.075450","2022-10-15 19:18:44","United States",1665861524,"KC1QBY","FN44RG","VE3TKB","EN92ix","Beacon Op2 every 08:12",291,
-15,"FT8","14.075353","2022-10-15 19:18:44","United States",1665861524,"KC1QBY","FN44RG","W9JJB","EN52wc49lm",,291,
-15,"FT8","14.075336","2022-10-15 19:18:44","United States",1665861524,"KC1QBY","FN44RG","K9OCO","EM63ol81id",,291,
-9,"FT8","14.075332","2022-10-15 19:18:44","United States",1665861524,"KC1QBY","FN44RG","KA4JRY","EM83ex90",,291,
-17,"FT8","14.075334","2022-10-15 19:18:44","United States",1665861524,"KC1QBY","FN44RG","W2ZI","EL99LF","HyGain AV-18HT",291,
-14,"FT8","14.075337","2022-10-15 19:18:44","United States",1665861524,"KC1QBY","FN44RG","KD9OLN","EN71gg",,291,
-16,"FT8","14.075327","2022-10-15 19:18:45","United States",1665861525,"KC1QBY","FN44RG","AC8ZF","EN82ew60",,291,
-12,"FT8","14.075336","2022-10-15 19:18:45","United States",1665861525,"KC1QBY","FN44RG","W3GQ","EM95mn39","Dipole",291,
-22,"FT8","14.075331","2022-10-15 19:18:45","United States",1665861525,"KC1QBY","FN44RG","WB6UTW","EN74dt",,291,
-11,"FT8","14.075330","2022-10-15 19:18:45","United States",1665861525,"KC1QBY","FN44RG","WD4GBW","FM17ek67lb","Dipole",291,
-19,"FT8","14.075330","2022-10-15 19:18:45","United States",1665861525,"KC1QBY","FN44RG","KI5YGT","EM13LE",,291,
-14,"FT8","14.075331","2022-10-15 19:18:46","United States",1665861526,"KC1QBY","FN44RG","KO4HPA","EM66rg",,291,
-22,"FT8","14.075282","2022-10-15 19:18:47","United States",1665861527,"KC1QBY","FN44RG","N1OJG","EM38TW","EFHW",291,
-24,"FT8","14.075332","2022-10-15 19:18:47","United States",1665861527,"KC1QBY","FN44RG","KG4KMR","EL88RN","YAESU 991A CHA EMCOMM III INV V",291,
-17,"FT8","14.075339","2022-10-15 19:18:48","United States",1665861528,"KC1QBY","FN44RG","VE7PTN","CN89AF","20m dipole",291,
-12,"FT8","14.075327","2022-10-15 19:18:51","United States",1665861531,"KC1QBY","FN44RG","WD8BWF","EN63vb32","XIEGU 90, RANDOM WIRE VERTICLE IN TREE.",291,
-16,"FT8","14.075286","2022-10-15 19:18:56","United States",1665861536,"KI5NHZ","EM23WL","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-23,"FT8","14.075384","2022-10-15 19:18:56","United States",1665861536,"WZ8DX","EM79LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-16,"FT8","14.075233","2022-10-15 19:18:56","Spain",1665861536,"EA7HY","IM66vl","KC1QBY","FN44RG","QRP X5105 EFHW",281,
-21,"FT8","14.075671","2022-10-15 19:18:56","United States",1665861536,"WI0R","DM79nx52","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.074415","2022-10-15 19:18:56","United States",1665861536,"W6ZD","EL96UQ","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.075955","2022-10-15 19:18:57","United States",1665861537,"N9YZG","EN61LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-6,"FT8","14.075258","2022-10-15 19:19:00","United States",1665861540,"KC1QBY","FN44RG","W3OA","EM95mn","5 Els, 68 feet",291,
-12,"FT8","14.075276","2022-10-15 19:19:00","United States",1665861540,"KC1QBY","FN44RG","K9LC","EN52mg",,291,
-21,"FT8","14.075331","2022-10-15 19:19:00","United States",1665861540,"KC1QBY","FN44RG","KL7NA","DN06sa","KLM KT-34xa",291,
-11,"FT8","14.075251","2022-10-15 19:19:00","United States",1665861540,"KC1QBY","FN44RG","WE9V","EN52xn","Dipole at 100' / 30m",291,
-8,"FT8","14.075310","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","KC9WI","EN55KT",,291,
-21,"FT8","14.075343","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","NE8S","EM17IQ56JU","Modified all band Zepp and an AR-10 Vertical for 10 meters",291,
-22,"FT8","14.075345","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","W8RJC","EN72dx45","End-Fed Vertical ",291,
-17,"FT8","14.075337","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","KI4ABS","EM85TA",,291,
-11,"FT8","14.075285","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","KA9WAR","EN65CB",,291,
-17,"FT8","14.075329","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","WB4DFW","EM84NR","End fed half wave",291,
-17,"FT8","14.075340","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","KN4FYR","EN90HU","Buckmaster 4-band OCF",291,
-13,"FT8","14.075329","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","W3AEM","EN80KE","Rx DXE Mag loop or rndm wire, Tx rndm wire",291,
-20,"FT8","14.075338","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","W7MY","DN06if72kc",,291,
-8,"FT8","14.075322","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","WB4YDL","EM56jl70mw","6-ele Yagis 120/60'",291,
-2,"FT8","14.075315","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","W8JRH","EN72GQ",,291,
-9,"FT8","14.075334","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","WX9EP","EN54BE",,291,
-3,"FT8","14.075335","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","KN4WDB","FM19FC",,291,
-9,"FT8","14.075359","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","K0PT","EM94JD","DELTA LOOP",291,
-6,"FT8","14.075326","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","N2TNN","FM17QJ",,291,
-12,"FT8","14.075338","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","KX4RS","EL88WO",,291,
-19,"FT8","14.075351","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","N5VX","FM14GS","DALE IN JACKSONVILLE, NC FLEX 6600, VERTICAL, EFHW, DOUBLET",291,
-18,"FT8","14.075325","2022-10-15 19:19:12","United States",1665861552,"KC1QBY","FN44RG","KD9MEQ","EM69wx80",,291,
-20,"FT8","14.075328","2022-10-15 19:19:13","United States",1665861553,"KC1QBY","FN44RG","VE4FEB","EN19lv34",,291,
-6,"FT8","14.075334","2022-10-15 19:19:13","United States",1665861553,"KC1QBY","FN44RG","KO4FSZ","EM95WP",,291,
-16,"FT8","14.075331","2022-10-15 19:19:14","United States",1665861554,"KC1QBY","FN44RG","AG4OB","EM86od28",,291,
-17,"FT8","14.075331","2022-10-15 19:19:14","United States",1665861554,"KC1QBY","FN44RG","F1ABL","JN24of26","Dipole",291,
-23,"FT8","14.075335","2022-10-15 19:19:14","United States",1665861554,"KC1QBY","FN44RG","KN4LOL","FM05NS",,291,
-22,"FT8","14.075327","2022-10-15 19:19:14","United States",1665861554,"KC1QBY","FN44RG","W3JEB","EL98nk92","OCF80",291,
-21,"FT8","14.075341","2022-10-15 19:19:14","United States",1665861554,"KC1QBY","FN44RG","N7EZQ","DN14XN",,291,
-20,"FT8","14.075331","2022-10-15 19:19:15","United States",1665861555,"KC1QBY","FN44RG","KD9FQC","EM58AO",,291,
-17,"FT8","14.075328","2022-10-15 19:19:16","United States",1665861556,"KC1QBY","FN44RG","KQ3K","EL89XE","NA",291,
-19,"FT8","14.075330","2022-10-15 19:19:18","United States",1665861558,"KC1QBY","FN44RG","AE0MW","EN31CS",,291,
-14,"FT8","14.075326","2022-10-15 19:19:19","United States",1665861559,"KC1QBY","FN44RG","KR0P","EN10RM","SteppIR DB36",291,
-18,"FT8","14.075171","2022-10-15 19:19:26","Spain",1665861566,"EA1DMB","IN73cd","KC1QBY","FN44RG","QRP X5105 EFHW",281,
-15,"FT8","14.074509","2022-10-15 19:19:26","United States",1665861566,"WD0EDO","EM29LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-16,"FT8","14.076028","2022-10-15 19:19:29","United States",1665861569,"N6OPE","EM28","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075342","2022-10-15 19:19:42","United States",1665861582,"KC1QBY","FN44RG","N4G","EL98","HF-5B @ 25 Ft",291,
-7,"FT8","14.075332","2022-10-15 19:19:43","United States",1665861583,"KC1QBY","FN44RG","N4KGO","EM73CM",,291,
-22,"FT8","14.075369","2022-10-15 19:19:45","United States",1665861585,"KC1QBY","FN44RG","W5BRJ","EM40GR",,291,
-8,"FT8","14.074906","2022-10-15 19:19:56","United States",1665861596,"NN2T","EM90ed28","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.075846","2022-10-15 19:19:56","United States",1665861596,"N4KGO","EM73ji","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.075726","2022-10-15 19:19:57","United States",1665861597,"KC4ZWA","EM76xm64","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075135","2022-10-15 19:19:59","United States",1665861599,"W5R","EM13RO","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.075336","2022-10-15 19:20:42","United States",1665861642,"KC1QBY","FN44RG","KD9PXG","EN52XX",,291,
-17,"FT8","14.075328","2022-10-15 19:20:43","United States",1665861643,"KC1QBY","FN44RG","VA3ERW","EN92PU","5W, rig QDX, Inverted V",291,
-6,"FT8","14.075340","2022-10-15 19:20:43","United States",1665861643,"KC1QBY","FN44RG","K0GW","EN34NW","A4S tribander",291,
-15,"FT8","14.075332","2022-10-15 19:20:44","United States",1665861644,"KC1QBY","FN44RG","KO4NRT","EM64OT",,291,
-6,"FT8","14.075325","2022-10-15 19:20:48","United States",1665861648,"KC1QBY","FN44RG","N3GO","FM05PQ","QDX 3W",291,
-8,"FT8","14.075406","2022-10-15 19:21:11","United States",1665861671,"KC1QBY","FN44RG","VE3VQS","EN93uj20",,291,
4,"FT8","14.075365","2022-10-15 19:21:12","United States",1665861672,"KC1QBY","FN44RG","VE3DV","EN93sk35jp",,291,
-14,"FT8","14.075332","2022-10-15 19:21:15","United States",1665861675,"KC1QBY","FN44RG","WK2Y","EM73vu","EFHW ~20-25 feet/Hexbeam ",291,
-8,"FT8","14.075344","2022-10-15 19:21:17","United States",1665861677,"KC1QBY","FN44RG","WD8PNH","EM79VH",,291,
-20,"FT8","14.075338","2022-10-15 19:21:29","United States",1665861689,"KJ5ET","EM42XH","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-18,"FT8","14.075034","2022-10-15 19:21:57","United States",1665861717,"KO4NRT","EM64OT","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.074458","2022-10-15 19:21:57","United States",1665861717,"W8PTM","EL96LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.074980","2022-10-15 19:21:59","United States",1665861719,"KD9FQC","EM58AO","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-11,"FT8","14.076028","2022-10-15 19:21:59","United States",1665861719,"KC9MEG","EN52TI","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.075746","2022-10-15 19:22:26","United States",1665861746,"W3MTN","EM94LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.075718","2022-10-15 19:22:27","United States",1665861747,"KQ3K","EL89XE","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.075349","2022-10-15 19:22:44","United States",1665861764,"KC1QBY","FN44RG","KB8ZUN","EN81XJ","HyEnd Fed 3 Band Mini",291,
-14,"FT8","14.075299","2022-10-15 19:22:53","United States",1665861773,"KC1QBY","FN44RG","KE4UTX","FM05mv96","Yagi 20m,15m,10m @ 10m",291,
-16,"FT8","14.074812","2022-10-15 19:22:56","Italy",1665861776,"IQ5AA","JN53PD","KC1QBY","FN44RG","QRP X5105 EFHW",248,
-3,"FT8","14.074394","2022-10-15 19:22:56","United States",1665861776,"WA9RYF","EN52LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-11,"FT8","14.074351","2022-10-15 19:22:57","United States",1665861777,"KK4HMQ","EM10NP","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.074889","2022-10-15 19:22:57","United States",1665861777,"NU5K","EL29GR","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.075644","2022-10-15 19:23:11","United States",1665861791,"KE8PZN","EM97AX","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-4,"FT8","14.074498","2022-10-15 19:23:11","United States",1665861791,"NE0NS","EN62FB","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-5,"FT8","14.075607","2022-10-15 19:23:11","United States",1665861791,"K0PT","EM94jd","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-6,"FT8","14.075947","2022-10-15 19:23:11","United States",1665861791,"N0CML","EM48PS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-16,"FT8","14.074807","2022-10-15 19:23:12","United States",1665861792,"WA3TUU","EN72LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.076331","2022-10-15 19:23:14","United States",1665861794,"KD4LLC","FM04OD","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-10,"FT8","14.076147","2022-10-15 19:23:26","United States",1665861806,"NW8D","EN81xl87","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075264","2022-10-15 19:23:27","United States",1665861807,"KC4EZN","EM85PN","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075548","2022-10-15 19:23:27","United States",1665861807,"WZ9Z","EN60TS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-21,"FT8","14.075240","2022-10-15 19:23:29","France",1665861809,"F8FFV","JN23RX","KC1QBY","FN44RG","QRP X5105 EFHW",227,
0,"FT8","14.074626","2022-10-15 19:23:29","United States",1665861809,"K4JBL","EM65LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
1,"FT8","14.074892","2022-10-15 19:23:42","United States",1665861822,"KE0OEH","EM29xe88","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-3,"FT8","14.075012","2022-10-15 19:23:42","United States",1665861822,"K0WMB","EN11LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-6,"FT8","14.076518","2022-10-15 19:23:56","United States",1665861836,"KK4RXE","EM75jg92","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.074648","2022-10-15 19:23:57","United States",1665861837,"W4KPB","EM63og28","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.075867","2022-10-15 19:23:57","Slovenia",1665861837,"S58WW","JN76hd56","KC1QBY","FN44RG","QRP X5105 EFHW",499,
4,"FT8","14.075022","2022-10-15 19:24:11","United States",1665861851,"WI4B","EM67ss","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.074694","2022-10-15 19:24:12","Switzerland",1665861852,"HB9HGF","JN37WG","KC1QBY","FN44RG","QRP X5105 EFHW",287,
3,"FT8","14.076372","2022-10-15 19:24:26","United States",1665861866,"K8BL","EN91LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-22,"FT8","14.075648","2022-10-15 19:24:27","Italy",1665861867,"IU1PZM","JN35TA","KC1QBY","FN44RG","QRP X5105 EFHW",248,
-15,"FT8","14.075802","2022-10-15 19:24:30","Northern Ireland",1665861870,"GI0VAB","IO74bo53","KC1QBY","FN44RG","QRP X5105 EFHW",265,
-5,"FT8","14.075856","2022-10-15 19:24:41","United States",1665861881,"K4FMX","EN55ws","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.076114","2022-10-15 19:24:41","England",1665861881,"M0RZE","IO94FT","KC1QBY","FN44RG","QRP X5105 EFHW",223,
-10,"FT8","14.075135","2022-10-15 19:24:41","United States",1665861881,"K5VJZ","EM85TH","KC1QBY","FN44RG","QRP X5105 EFHW",291,
3,"FT8","14.074562","2022-10-15 19:24:41","United States",1665861881,"KJ4GK","EM83LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.074963","2022-10-15 19:25:14","United States",1665861914,"KI5GX","EM64NS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075355","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","KA4RSZ","EM73us54","Various",291,
-16,"FT8","14.075341","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","NJ8J","EM73RW","120' Ladder-line fed doublet",291,
-4,"FT8","14.075330","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","K4FMX","EN55ws",,291,
-11,"FT8","14.075330","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","AE8JF","EN82",,291,
-12,"FT8","14.075340","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","NA8A","EN91bh74ga","av-680 Hy-Gain",291,
-12,"FT8","14.075328","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","HB9HGF","JN37WG",,291,
-11,"FT8","14.075329","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","W8BR","EN80VC",,291,
-11,"FT8","14.075805","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","WA3TUU","EN72LM",,291,
-5,"FT8","14.075331","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","K8GQ","EM98ej83",,291,
-9,"FT8","14.075329","2022-10-15 19:25:27","United States",1665861927,"KC1QBY","FN44RG","VA3SV","FN03df15",,291,
-8,"FT8","14.075333","2022-10-15 19:25:29","United States",1665861929,"KC1QBY","FN44RG","KE8PZN","EM97AX",,291,
-22,"FT8","14.075330","2022-10-15 19:25:29","United States",1665861929,"KC1QBY","FN44RG","N4OPI","EM65nw90",,291,
0,"FT8","14.075329","2022-10-15 19:25:30","United States",1665861930,"KC1QBY","FN44RG","N4IRK","FM16vt72",,291,
