"sNR","mode","MHz","rxTime","senderDXCC","flowStartSeconds","senderCallsign","senderLocator","receiverCallsign","receiverLocator","receiverAntennaInformation","senderDXCCADIF","submode"
-5,"FT8","14.075437","2022-10-15 18:36:56","United States",1665859016,"KC1QBY","FN44RG","W8JRH","EN72GQ",,291,
-19,"FT8","14.075457","2022-10-15 18:36:57","United States",1665859017,"KC1QBY","FN44RG","KB9CJR","EN51XQ","full wave vert. 100w",291,
-16,"FT8","14.075459","2022-10-15 18:36:57","United States",1665859017,"KC1QBY","FN44RG","KC8AAC","EN72FD",,291,
-19,"FT8","14.075480","2022-10-15 18:36:57","United States",1665859017,"KC1QBY","FN44RG","WB0GAG","EN41LK","G5RV Jr.",291,
-16,"FT8","14.075454","2022-10-15 18:36:57","United States",1665859017,"KC1QBY","FN44RG","N4OPI","EM65nw90",,291,
-17,"FT8","14.075456","2022-10-15 18:36:57","United States",1665859017,"KC1QBY","FN44RG","N4JOM","EM93vn39",,291,
-24,"FT8","14.075457","2022-10-15 18:36:59","United States",1665859019,"KC1QBY","FN44RG","WA0IAN","EN41sl25",,291,
-19,"FT8","14.075452","2022-10-15 18:36:59","United States",1665859019,"KC1QBY","FN44RG","W3JEB","EL98nk92","OCF80",291,
-16,"FT8","14.075560","2022-10-15 18:37:00","United States",1665859020,"KC1QBY","FN44RG","N5EYT","EM79VQ",,291,
-24,"FT8","14.075313","2022-10-15 18:37:00","United States",1665859020,"KC1QBY","FN44RG","W9JGH","EN61bt89",,291,
-18,"FT8","14.075464","2022-10-15 18:37:01","United States",1665859021,"KC1QBY","FN44RG","KC3SJ","EM77TR",,291,
-12,"FT8","14.075888","2022-10-15 18:37:11","United States",1665859031,"K3MRK","FN10UC","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.074709","2022-10-15 18:37:14","Netherlands",1665859034,"PD8RUK","JO32LR","KC1QBY","FN44RG","QRP X5105 EFHW",263,
-24,"FT8","14.075463","2022-10-15 18:37:15","United States",1665859035,"KC1QBY","FN44RG","WLO/O3","EM50vo","TCI Loops",291,
-15,"FT8","14.075400","2022-10-15 18:37:15","United States",1665859035,"KC1QBY","FN44RG","K9LC","EN52mg",,291,
-18,"FT8","14.075405","2022-10-15 18:37:28","United States",1665859048,"KC1QBY","FN44RG","N1OJG","EM38TW","EFHW",291,
-24,"FT8","14.075466","2022-10-15 18:37:30","United States",1665859050,"KC1QBY","FN44RG","K4EAY","EM64DT",,291,
-4,"FT8","14.075777","2022-10-15 18:37:41","United States",1665859061,"K9IHM","EM86fc41","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075452","2022-10-15 18:37:45","United States",1665859065,"KC1QBY","FN44RG","KL7NA","DN06sa","KLM KT-34xa",291,
-20,"FT8","14.075460","2022-10-15 18:37:57","United States",1665859077,"KC1QBY","FN44RG","WA5VAH","DN13SO","Hex Beam",291,
-16,"FT8","14.079478","2022-10-15 18:37:57","United States",1665859077,"KC1QBY","FN44RG","KK6BJU","EN47bv",,291,
-20,"FT8","14.075484","2022-10-15 18:37:57","United States",1665859077,"KC1QBY","FN44RG","KJ6WKH","EM10AI","random wire",291,
-13,"FT8","14.075478","2022-10-15 18:37:59","United States",1665859079,"KC1QBY","FN44RG","KS4YX","EM84MR",,291,
-24,"FT8","14.075471","2022-10-15 18:38:00","United States",1665859080,"KC1QBY","FN44RG","K5YE","EM13ja20",,291,
-18,"FT8","14.075431","2022-10-15 18:38:02","United States",1665859082,"KC1QBY","FN44RG","WB8YOB","EN82CW",,291,
-20,"FT8","14.075358","2022-10-15 18:38:15","United States",1665859095,"KC1QBY","FN44RG","KD9NYE","EN50er","Wellbrook loop",291,
-19,"FT8","14.075455","2022-10-15 18:38:16","United States",1665859096,"KC1QBY","FN44RG","WI0O","EN35CA",,291,
-17,"FT8","14.075455","2022-10-15 18:38:27","United States",1665859107,"KC1QBY","FN44RG","K3MRK","FN10UC","Doublet @ 75'",291,
-3,"FT8","14.075453","2022-10-15 18:38:27","United States",1665859107,"KC1QBY","FN44RG","KG4NXT","FM18IO",,291,
-23,"FT8","14.075472","2022-10-15 18:38:27","United States",1665859107,"KC1QBY","FN44RG","AA5FA","EM55RQ","ZS6BKW as VEE",291,
-18,"FT8","14.075454","2022-10-15 18:38:27","United States",1665859107,"KC1QBY","FN44RG","KK4DBI","EL88oe18","DIPOLE",291,
-15,"FT8","14.075474","2022-10-15 18:38:27","United States",1665859107,"KC1QBY","FN44RG","KC9WIB","EN61DW","40m Inverted V Dipole",291,
-24,"FT8","14.075483","2022-10-15 18:38:29","United States",1665859109,"KC1QBY","FN44RG","WB9UVJ","EN62LM",,291,
-14,"FT8","14.075464","2022-10-15 18:38:29","United States",1665859109,"KC1QBY","FN44RG","KC9MEG","EN52TI",,291,
-19,"FT8","14.075454","2022-10-15 18:38:29","United States",1665859109,"KC1QBY","FN44RG","KD9SPR","EN60XB","K6ARK EFHW",291,
-23,"FT8","14.075455","2022-10-15 18:38:29","United States",1665859109,"KC1QBY","FN44RG","KE6EX","EN52te","FT857, INDOOR LOOP ANT, ALGONQUIN IL",291,
-16,"FT8","14.075456","2022-10-15 18:38:31","United States",1665859111,"KC1QBY","FN44RG","KD9FQC","EM58AO",,291,
-11,"FT8","14.075627","2022-10-15 18:38:41","United States",1665859121,"N4SB","EM66oc12bn","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.075455","2022-10-15 18:38:57","United States",1665859137,"KC1QBY","FN44RG","N8JJM","EN72BV","HUDSONVILLE MI",291,
-19,"FT8","14.075461","2022-10-15 18:38:57","United States",1665859137,"KC1QBY","FN44RG","KG5ZMQ","EM32dj21",,291,
-9,"FT8","14.075464","2022-10-15 18:38:59","United States",1665859139,"KC1QBY","FN44RG","KX4DRT","FM05bp","ASHEBORO NC FMO5BP ICOM IC 7300",291,
-19,"FT8","14.075454","2022-10-15 18:39:01","United States",1665859141,"KC1QBY","FN44RG","K4SCT","EL29GL","OCF Dipole",291,
-6,"FT8","14.075453","2022-10-15 18:39:26","United States",1665859166,"KC1QBY","FN44RG","N2LGH","FM06AD",,291,
-22,"FT8","14.075467","2022-10-15 18:39:27","United States",1665859167,"KC1QBY","FN44RG","NE8S","EM17IQ56JU","Modified all band Zepp and an AR-10 Vertical for 10 meters",291,
-18,"FT8","14.075402","2022-10-15 18:39:27","United States",1665859167,"KC1QBY","FN44RG","KC8BQN","EN75CA",,291,
-19,"FT8","14.075441","2022-10-15 18:39:27","United States",1665859167,"KC1QBY","FN44RG","N3LK","EM00EM",,291,
-24,"FT8","14.075454","2022-10-15 18:39:29","United States",1665859169,"KC1QBY","FN44RG","WB5JJJ","EM35kg34","EFHW for 30m",291,
-24,"FT8","14.075454","2022-10-15 18:39:29","United States",1665859169,"KC1QBY","FN44RG","KC9RAX","EN70dn",,291,
-14,"FT8","14.075398","2022-10-15 18:39:30","United States",1665859170,"KC1QBY","FN44RG","N0KWJ","EN34HU",,291,
-20,"FT8","14.075468","2022-10-15 18:39:30","United States",1665859170,"KC1QBY","FN44RG","DL2HYM","JO51xm",,291,
-4,"FT8","14.075400","2022-10-15 18:39:30","United States",1665859170,"KC1QBY","FN44RG","DL9GTB","JO63lx40","Vertical, Dipole",291,
-13,"FT8","14.075705","2022-10-15 18:39:32","United States",1665859172,"KC1QBY","FN44RG","KF9ET","EM69rd78","Dipole",291,
-9,"FT8","14.075903","2022-10-15 18:39:41","United States",1665859181,"KX4DRT","FM05bp","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075453","2022-10-15 18:39:56","United States",1665859196,"KC1QBY","FN44RG","W8BR","EN80VC",,291,
-20,"FT8","14.075458","2022-10-15 18:39:57","United States",1665859197,"KC1QBY","FN44RG","HI3MPC","FK49PK",,291,
-12,"FT8","14.075467","2022-10-15 18:39:57","United States",1665859197,"KC1QBY","FN44RG","F4FVW","JN29iv59",,291,
-22,"FT8","14.075452","2022-10-15 18:39:57","United States",1665859197,"KC1QBY","FN44RG","OE1KRQ","JN88df02",,291,
-24,"FT8","14.075464","2022-10-15 18:39:57","United States",1665859197,"KC1QBY","FN44RG","W9II","EN52xb76",,291,
-17,"FT8","14.075459","2022-10-15 18:39:57","United States",1665859197,"KC1QBY","FN44RG","KJ5ET","EM42XH",,291,
-23,"FT8","14.075447","2022-10-15 18:39:59","United States",1665859199,"KC1QBY","FN44RG","DC8RA","JN39lh12gd",,291,
-18,"FT8","14.075455","2022-10-15 18:40:00","United States",1665859200,"KC1QBY","FN44RG","KG0D","CN88ka","Hermes Lite 2 with 80-10 EFHW",291,
-15,"FT8","14.075456","2022-10-15 18:40:01","United States",1665859201,"KC1QBY","FN44RG","WK2Y","EM73vu","EFHW ~20-25 feet/Hexbeam ",291,
-25,"FT8","14.075452","2022-10-15 18:40:27","United States",1665859227,"KC1QBY","FN44RG","W5KLF","EM31SJ","NA",291,
-11,"FT8","14.075452","2022-10-15 18:40:27","United States",1665859227,"KC1QBY","FN44RG","KD9UQW","EN61VH",,291,
-19,"FT8","14.075458","2022-10-15 18:40:27","United States",1665859227,"KC1QBY","FN44RG","VA5KEN","DO70RK","40mb EFHW in a tree",291,
1,"FT8","14.075080","2022-10-15 18:41:56","United States",1665859316,"WC4R","FM17pg85","KC1QBY","FN44RG","QRP X5105 EFHW",291,
2,"FT8","14.075779","2022-10-15 18:42:11","United States",1665859331,"K3VAT","FM09WB","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075478","2022-10-15 18:42:15","United States",1665859335,"KC1QBY","FN44RG","DG5DH","JO41ds","Stampfl Active Dipole",291,
-14,"FT8","14.075454","2022-10-15 18:42:27","United States",1665859347,"KC1QBY","FN44RG","WB9WIU","EN70el85",,291,
-16,"FT8","14.075465","2022-10-15 18:42:27","United States",1665859347,"KC1QBY","FN44RG","KM4WPR","FM03MO",,291,
-18,"FT8","14.075478","2022-10-15 18:42:27","United States",1665859347,"KC1QBY","FN44RG","KA4RSZ","EM73us54","Various",291,
-2,"FT8","14.075453","2022-10-15 18:42:30","United States",1665859350,"KC1QBY","FN44RG","WV8U","EM79UB","DX Conquistador",291,
-16,"FT8","14.075407","2022-10-15 18:42:33","United States",1665859353,"KC1QBY","FN44RG","KN4LGM","EM73XK",,291,
-13,"FT8","14.075455","2022-10-15 18:42:56","United States",1665859376,"KC1QBY","FN44RG","WB8VZX","EN81ea39",,291,
-15,"FT8","14.075460","2022-10-15 18:42:59","United States",1665859379,"KC1QBY","FN44RG","VE4PER","EN09vx84","Dipole",291,
-24,"FT8","14.075422","2022-10-15 18:42:59","United States",1665859379,"KC1QBY","FN44RG","NU0C","EN10ps69",,291,
-21,"FT8","14.075455","2022-10-15 18:42:59","United States",1665859379,"KC1QBY","FN44RG","KX4WS","EL97TN","End Fed Long Wire. ",291,
-17,"FT8","14.075455","2022-10-15 18:43:04","United States",1665859384,"KC1QBY","FN44RG","EA7KMT","IM77bj","DOUBLET 8m UP",291,
-20,"FT8","14.075463","2022-10-15 18:43:12","United States",1665859392,"KC1QBY","FN44RG","NJ8J","EM73RW","120' Ladder-line fed doublet",291,
-24,"FT8","14.075457","2022-10-15 18:43:27","United States",1665859407,"KC1QBY","FN44RG","K8CMO","EM79ue64ap",,291,
-18,"FT8","14.075477","2022-10-15 18:43:27","United States",1665859407,"KC1QBY","FN44RG","WA9LJK","EN53JE",,291,
-15,"FT8","14.075460","2022-10-15 18:43:29","United States",1665859409,"KC1QBY","FN44RG","WA4UT","EM74HV",,291,
-20,"FT8","14.075454","2022-10-15 18:43:29","United States",1665859409,"KC1QBY","FN44RG","DF6DBF","JO31si","Dipole",291,
-21,"FT8","14.075452","2022-10-15 18:43:30","United States",1665859410,"KC1QBY","FN44RG","KC9LGS","EN57QC",,291,
-17,"FT8","14.075447","2022-10-15 18:43:35","United States",1665859415,"KC1QBY","FN44RG","N2KIQ","EL98ip24","FT-857, RANDOM WIRE, ORLANDO FL",291,
-13,"FT8","14.075592","2022-10-15 18:45:11","United States",1665859511,"N9GBP","EN52mg02","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.074795","2022-10-15 18:45:14","United States",1665859514,"N4USB","FM05LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-11,"FT8","14.075695","2022-10-15 18:45:26","United States",1665859526,"K4MQL","EM83xq09ku","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-2,"FT8","14.074756","2022-10-15 18:45:29","United States",1665859529,"W8IJC","EN91qs","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-2,"FT8","7.075223","2022-10-15 18:45:45","United States",1665859545,"KC1QBY","FN44RG","WV8U","EM79UB","DX Conquistador",291,
-6,"FT8","14.075234","2022-10-15 18:46:11","United States",1665859571,"KC1QBY","FN44RG","KN4BZT","EM88HM",,291,
-7,"FT8","14.075222","2022-10-15 18:46:11","United States",1665859571,"KC1QBY","FN44RG","WD0FYV","FM17UA","KENWOOD TS480SAT, SIGNALINK USB, HUSTLER 5-BTV WITH 17M ADDON, 30M INVERTED V",291,
-13,"FT8","14.075222","2022-10-15 18:46:12","United States",1665859572,"KC1QBY","FN44RG","K4AJJ","EM94ND",,291,
-9,"FT8","14.075221","2022-10-15 18:46:12","United States",1665859572,"KC1QBY","FN44RG","NG8Y","EM79wi51",,291,
-14,"FT8","14.075256","2022-10-15 18:46:18","United States",1665859578,"KC1QBY","FN44RG","AD8GN","EN72TG",,291,
-14,"FT8","14.075225","2022-10-15 18:46:42","United States",1665859602,"KC1QBY","FN44RG","AC3RA","EN92TA",,291,
-6,"FT8","14.075220","2022-10-15 18:47:12","United States",1665859632,"KC1QBY","FN44RG","KI4TG","EL98OK",,291,
-18,"FT8","14.075233","2022-10-15 18:47:12","United States",1665859632,"KC1QBY","FN44RG","N7EZQ","DN14XN",,291,
-19,"FT8","14.075226","2022-10-15 18:47:15","United States",1665859635,"KC1QBY","FN44RG","KR4OS","EM84CI",,291,
-11,"FT8","14.075149","2022-10-15 18:47:29","Canada",1665859649,"VO1IRA","GN37ol60","KC1QBY","FN44RG","QRP X5105 EFHW",1,
-17,"FT8","14.075218","2022-10-15 18:47:52","United States",1665859672,"KC1QBY","FN44RG","KR0P","EN10RM","SteppIR DB36",291,
-17,"FT8","14.075224","2022-10-15 18:48:12","United States",1665859692,"KC1QBY","FN44RG","N9GBP","EN52mg02","40-10m EFHW",291,
-16,"FT8","14.075287","2022-10-15 18:48:13","United States",1665859693,"KC1QBY","FN44RG","VO1IRA","GN37ol60",,291,
-6,"FT8","14.074523","2022-10-15 18:48:26","United States",1665859706,"WD0EDO","EM29LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.075011","2022-10-15 18:48:26","United States",1665859706,"KD8NJY","EN81LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
6,"FT8","14.075735","2022-10-15 18:48:26","United States",1665859706,"KG4NXT","FM18IO","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.075232","2022-10-15 18:48:28","United States",1665859708,"KC1QBY","FN44RG","W4FYB","FM06LM",,291,
-15,"FT8","14.074368","2022-10-15 18:48:29","Belgium",1665859709,"ON5XY","JO10xt","KC1QBY","FN44RG","QRP X5105 EFHW",209,
-18,"FT8","14.075160","2022-10-15 18:48:30","United States",1665859710,"KC1QBY","FN44RG","PA3JH","JO21rl","HF: HyEndFed 40/20/10 - VHF/UHF: Diamond X50",291,
-24,"FT8","14.075225","2022-10-15 18:48:42","United States",1665859722,"KC1QBY","FN44RG","NE0NS","EN62FB",,291,
-22,"FT8","14.075239","2022-10-15 18:48:42","United States",1665859722,"KC1QBY","FN44RG","KW4UM","EM74TL",,291,
-9,"FT8","14.075229","2022-10-15 18:48:45","United States",1665859725,"KC1QBY","FN44RG","WB3FYR","FM14dk",,291,
-24,"FT8","14.075229","2022-10-15 18:48:45","United States",1665859725,"KC1QBY","FN44RG","W7MY","DN06if72kc",,291,
-20,"FT8","14.075224","2022-10-15 18:48:46","United States",1665859726,"KC1QBY","FN44RG","GI0VAB","IO74bo53",,291,
-17,"FT8","14.075246","2022-10-15 18:48:46","United States",1665859726,"KC1QBY","FN44RG","S58WW","JN76hd56","dipole",291,
-7,"FT8","14.075845","2022-10-15 18:48:56","United States",1665859736,"KC3SIZ","FN00BU","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-17,"FT8","14.075226","2022-10-15 18:49:13","United States",1665859753,"KC1QBY","FN44RG","KD9VBC","EN62BE",,291,
-21,"FT8","14.075272","2022-10-15 18:49:17","United States",1665859757,"KC1QBY","FN44RG","WD0EDO","EM29NA","650 open wire inverted vee",291,
-15,"FT8","14.074254","2022-10-15 18:49:26","United States",1665859766,"N8JJM","EN72BV","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.074311","2022-10-15 18:49:26","United States",1665859766,"W8BR","EN80VC","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.075225","2022-10-15 18:49:27","United States",1665859767,"KC1QBY","FN44RG","KD5WGW","DN40BN",,291,
-15,"FT8","14.075056","2022-10-15 18:49:29","United States",1665859769,"KO4OL","EM77US","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-3,"FT8","14.076000","2022-10-15 18:50:26","United States",1665859826,"W4FYB","FM06LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
6,"FT8","14.076350","2022-10-15 18:50:26","United States",1665859826,"NG8Y","EM79wi51","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-6,"FT8","14.076274","2022-10-15 18:50:26","United States",1665859826,"KC9TND","EM69LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075565","2022-10-15 18:50:26","United States",1665859826,"W7MY","DN06if72kc","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-5,"FT8","14.075410","2022-10-15 18:50:26","United States",1665859826,"N8OFP","EN90cx62","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.076367","2022-10-15 18:50:41","United States",1665859841,"KD9SZQ","EN54JT","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-2,"FT8","14.074891","2022-10-15 18:50:41","United States",1665859841,"N4IRK","FM16vt72","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.074497","2022-10-15 18:50:41","United States",1665859841,"NE0NS","EN62FB","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.074736","2022-10-15 18:50:41","United States",1665859841,"N8LGP","EN91LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-2,"FT8","14.075422","2022-10-15 18:50:41","United States",1665859841,"AC8ZF","EN82ew60","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-5,"FT8","14.075009","2022-10-15 18:50:41","United States",1665859841,"K0WMB","EN11LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.076331","2022-10-15 18:50:42","United States",1665859842,"K8BL","EN91LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-11,"FT8","14.075745","2022-10-15 18:50:44","United States",1665859844,"K0PT","EM94jd","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.074603","2022-10-15 18:50:44","United States",1665859844,"N4OPI","EM65nw90","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.076609","2022-10-15 18:50:56","United States",1665859856,"WD0FYV","FM17UA","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-10,"FT8","14.075224","2022-10-15 18:50:56","Spain",1665859856,"EA7HY","IM66vl","KC1QBY","FN44RG","QRP X5105 EFHW",281,
-8,"FT8","14.075122","2022-10-15 18:50:59","United States",1665859859,"KA9WAR","EN65CB","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.076449","2022-10-15 18:51:11","United States",1665859871,"KM4WPR","FM03MO","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.076212","2022-10-15 18:51:41","United States",1665859901,"KC6SEH","DM24LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.075461","2022-10-15 18:51:41","United States",1665859901,"KC8BQN","EN75CA","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.075060","2022-10-15 18:51:56","United States",1665859916,"KC9MEG","EN52TI","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.075506","2022-10-15 18:56:11","United States",1665860171,"KD8EDC","EN74DQ","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-5,"FT8","14.075060","2022-10-15 18:56:11","United States",1665860171,"KN4FYG","EM83VM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075277","2022-10-15 18:56:11","Switzerland",1665860171,"HB9HGF","JN37WG","KC1QBY","FN44RG","QRP X5105 EFHW",287,
-8,"FT8","14.075946","2022-10-15 18:56:11","United States",1665860171,"N0CML","EM48PS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.076004","2022-10-15 18:56:11","England",1665860171,"M0HHF","IO93MF","KC1QBY","FN44RG","QRP X5105 EFHW",223,
-12,"FT8","14.075479","2022-10-15 18:56:12","United States",1665860172,"KE8DQ","EN80gh91wi","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075797","2022-10-15 18:56:12","Wales",1665860172,"GW4RDW","IO81LM","KC1QBY","FN44RG","QRP X5105 EFHW",294,
-5,"FT8","14.076434","2022-10-15 18:56:12","United States",1665860172,"KI4EGT","EM74PA","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-11,"FT8","14.074503","2022-10-15 18:56:12","Slovenia",1665860172,"S57D","JN76gc63","KC1QBY","FN44RG","QRP X5105 EFHW",499,
-11,"FT8","14.075914","2022-10-15 18:56:12","United States",1665860172,"AC4DP","EM73NK","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-23,"FT8","14.075090","2022-10-15 18:56:14","England",1665860174,"M7VCB","IO82WO","KC1QBY","FN44RG","QRP X5105 EFHW",223,
-8,"FT8","14.074986","2022-10-15 18:56:14","United States",1665860174,"KB4TV","EM75UT","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.076368","2022-10-15 18:56:14","France",1665860174,"F1HFP","JN28fv31","KC1QBY","FN44RG","QRP X5105 EFHW",227,
-13,"FT8","14.075671","2022-10-15 18:56:26","United States",1665860186,"WI0R","DM79nx52","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-5,"FT8","14.074758","2022-10-15 18:56:26","United States",1665860186,"KN4BZT","EM88HM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
1,"FT8","14.075840","2022-10-15 18:56:26","United States",1665860186,"N3LJS","FM09op28sa","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-18,"FT8","14.074888","2022-10-15 18:56:27","United States",1665860187,"NU5K","EL29GR","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.076327","2022-10-15 18:56:27","United States",1665860187,"KA1BUC","FN10LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-11,"FT8","14.075080","2022-10-15 18:56:27","United States",1665860187,"N2TNN","FM17QJ","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-22,"FT8","14.075459","2022-10-15 18:56:27","United States",1665860187,"KA2LAC","FN30NW","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-9,"FT8","14.076027","2022-10-15 18:56:27","France",1665860187,"F5RRS","JN36eb44","KC1QBY","FN44RG","QRP X5105 EFHW",227,
-8,"FT8","14.075914","2022-10-15 18:56:29","United States",1665860189,"K0OEH","EN26QT","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.075683","2022-10-15 18:56:29","Switzerland",1665860189,"HB9FUE","JN47OL","KC1QBY","FN44RG","QRP X5105 EFHW",287,
-19,"FT8","14.075736","2022-10-15 18:56:29","United States",1665860189,"W0BNC","DN70OQ","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075718","2022-10-15 18:56:29","United States",1665860189,"KQ3K","EL89XE","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.074382","2022-10-15 18:56:29","England",1665860189,"2E0GSZ","IO94FU","KC1QBY","FN44RG","QRP X5105 EFHW",223,
-6,"FT8","14.075541","2022-10-15 18:56:30","United States",1665860190,"KC1QBY","FN44RG","W3OA","EM95mn","5 Els, 68 feet",291,
-6,"FT8","14.075619","2022-10-15 18:56:41","United States",1665860201,"KC1QBY","FN44RG","N3GLZ","FM08NC",,291,
-9,"FT8","14.075615","2022-10-15 18:56:41","United States",1665860201,"KC1QBY","FN44RG","KN4POG","FM06AA",,291,
-2,"FT8","14.075615","2022-10-15 18:56:41","United States",1665860201,"KC1QBY","FN44RG","KJ4ASE","FM17GH","KW TS-450 (1996), EFHW IN TREES 15' UP",291,
-14,"FT8","14.075617","2022-10-15 18:56:41","United States",1665860201,"KC1QBY","FN44RG","KN4LOL","FM05NS",,291,
-4,"FT8","14.075608","2022-10-15 18:56:42","United States",1665860202,"KC1QBY","FN44RG","N2TNN","FM17QJ",,291,
-4,"FT8","14.075618","2022-10-15 18:56:42","United States",1665860202,"KC1QBY","FN44RG","KF7JIG","EM84MQ",,291,
-3,"FT8","14.075626","2022-10-15 18:56:42","United States",1665860202,"KC1QBY","FN44RG","K8WTF","EN91ci",,291,
-15,"FT8","14.075612","2022-10-15 18:56:42","United States",1665860202,"KC1QBY","FN44RG","K8SEL","EM98AT","FT891 WITH WIRE DIPOLE",291,
-4,"FT8","14.075697","2022-10-15 18:56:42","United States",1665860202,"KC1QBY","FN44RG","W4APZ","EM94OW",,291,
-6,"FT8","14.075607","2022-10-15 18:56:42","United States",1665860202,"KC1QBY","FN44RG","N3GO","FM05PQ","QDX 3W",291,
-10,"FT8","14.075622","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","N4SB","EM66oc12bn",,291,
-15,"FT8","14.075611","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","WB4DFW","EM84NR","End fed half wave",291,
-21,"FT8","14.075646","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","K8CC","EN82HH",,291,
-4,"FT8","14.075613","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","N8OFP","EN90cx62","ICOM IC706MKIIG, 40M OCF DIPOLE, WAYNE COUNTY OHIO",291,
-11,"FT8","14.075620","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","VE3OEN","EN82TN",,291,
-4,"FT8","14.075621","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","K0GW","EN34NW","A4S tribander",291,
-19,"FT8","14.075611","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","HB9HGF","JN37WG",,291,
-11,"FT8","14.075632","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","N5VX","FM14GS","DALE IN JACKSONVILLE, NC FLEX 6600, VERTICAL, EFHW, DOUBLET",291,
-13,"FT8","14.075615","2022-10-15 18:56:44","United States",1665860204,"KC1QBY","FN44RG","K4MQL","EM83xq09ku",,291,
-9,"FT8","14.075756","2022-10-15 18:56:45","United States",1665860205,"KC1QBY","FN44RG","VE3TKB","EN92ix","Beacon Op2 every 08:12",291,
-12,"FT8","14.075627","2022-10-15 18:56:45","United States",1665860205,"KC1QBY","FN44RG","WE8R","EM79wq03","OCF Dipole",291,
-9,"FT8","14.075612","2022-10-15 18:56:45","United States",1665860205,"KC1QBY","FN44RG","WD4GBW","FM17ek67lb","Dipole",291,
-14,"FT8","14.075724","2022-10-15 18:56:48","United States",1665860208,"KC1QBY","FN44RG","KC8PYO","FM08XQ",,291,
