grid,lat,lon
DQ66,76.0,-108.0
DQ67,77.0,-108.0
DQ68,78.0,-108.0
DQ69,79.0,-108.0
DQ70,70.0,-106.0
DQ71,71.0,-106.0
DQ72,72.0,-106.0
DQ73,73.0,-106.0
DQ74,74.0,-106.0
DQ75,75.0,-106.0
DQ76,76.0,-106.0
DQ77,77.0,-106.0
DQ78,78.0,-106.0
DQ79,79.0,-106.0
DQ80,70.0,-104.0
DQ81,71.0,-104.0
DQ82,72.0,-104.0
DQ83,73.0,-104.0
DQ84,74.0,-104.0
DQ85,75.0,-104.0
DQ86,76.0,-104.0
DQ87,77.0,-104.0
DQ88,78.0,-104.0
DQ89,79.0,-104.0
DQ90,70.0,-102.0
DQ91,71.0,-102.0
DQ92,72.0,-102.0
DQ93,73.0,-102.0
DQ94,74.0,-102.0
DQ95,75.0,-102.0
DQ96,76.0,-102.0
DQ97,77.0,-102.0
DQ98,78.0,-102.0
DQ99,79.0,-102.0
DR00,80.0,-120.0
DR01,81.0,-120.0
DR02,82.0,-120.0
DR03,83.0,-120.0
DR04,84.0,-120.0
DR05,85.0,-120.0
DR06,86.0,-120.0
DR07,87.0,-120.0
DR08,88.0,-120.0
DR09,89.0,-120.0
DR10,80.0,-118.0
DR11,81.0,-118.0
DR12,82.0,-118.0
DR13,83.0,-118.0
DR14,84.0,-118.0
DR15,85.0,-118.0
DR16,86.0,-118.0
DR17,87.0,-118.0
DR18,88.0,-118.0
DR19,89.0,-118.0
DR20,80.0,-116.0
DR21,81.0,-116.0
DR22,82.0,-116.0
DR23,83.0,-116.0
DR24,84.0,-116.0
DR25,85.0,-116.0
DR26,86.0,-116.0
DR27,87.0,-116.0
DR28,88.0,-116.0
DR29,89.0,-116.0
DR30,80.0,-114.0
DR31,81.0,-114.0
DR32,82.0,-114.0
DR33,83.0,-114.0
DR34,84.0,-114.0
DR35,85.0,-114.0
DR36,86.0,-114.0
DR37,87.0,-114.0
DR38,88.0,-114.0
DR39,89.0,-114.0
DR40,80.0,-112.0
DR41,81.0,-112.0
DR42,82.0,-112.0
DR43,83.0,-112.0
DR44,84.0,-112.0
DR45,85.0,-112.0
DR46,86.0,-112.0
DR47,87.0,-112.0
DR48,88.0,-112.0
DR49,89.0,-112.0
DR50,80.0,-110.0
DR51,81.0,-110.0
DR52,82.0,-110.0
DR53,83.0,-110.0
DR54,84.0,-110.0
DR55,85.0,-110.0
DR56,86.0,-110.0
DR57,87.0,-110.0
DR58,88.0,-110.0
DR59,89.0,-110.0
DR60,80.0,-108.0
DR61,81.0,-108.0
DR62,82.0,-108.0
DR63,83.0,-108.0
DR64,84.0,-108.0
DR65,85.0,-108.0
DR66,86.0,-108.0
DR67,87.0,-108.0
DR68,88.0,-108.0
DR69,89.0,-108.0
DR70,80.0,-106.0
DR71,81.0,-106.0
DR72,82.0,-106.0
DR73,83.0,-106.0
DR74,84.0,-106.0
DR75,85.0,-106.0
DR76,86.0,-106.0
DR77,87.0,-106.0
DR78,88.0,-106.0
DR79,89.0,-106.0
DR80,80.0,-104.0
DR81,81.0,-104.0
DR82,82.0,-104.0
DR83,83.0,-104.0
DR84,84.0,-104.0
DR85,85.0,-104.0
DR86,86.0,-104.0
DR87,87.0,-104.0
DR88,88.0,-104.0
DR89,89.0,-104.0
DR90,80.0,-102.0
DR91,81.0,-102.0
DR92,82.0,-102.0
DR93,83.0,-102.0
DR94,84.0,-102.0
DR95,85.0,-102.0
DR96,86.0,-102.0
DR97,87.0,-102.0
DR98,88.0,-102.0
DR99,89.0,-102.0
EA00,-90.0,-100.0
EA01,-89.0,-100.0
EA02,-88.0,-100.0
EA03,-87.0,-100.0
EA04,-86.0,-100.0
EA05,-85.0,-100.0
EA06,-84.0,-100.0
EA07,-83.0,-100.0
EA08,-82.0,-100.0
EA09,-81.0,-100.0
EA10,-90.0,-98.0
EA11,-89.0,-98.0
EA12,-88.0,-98.0
EA13,-87.0,-98.0
EA14,-86.0,-98.0
EA15,-85.0,-98.0
EA16,-84.0,-98.0
EA17,-83.0,-98.0
EA18,-82.0,-98.0
EA19,-81.0,-98.0
EA20,-90.0,-96.0
EA21,-89.0,-96.0
EA22,-88.0,-96.0
EA23,-87.0,-96.0
EA24,-86.0,-96.0
EA25,-85.0,-96.0
EA26,-84.0,-96.0
EA27,-83.0,-96.0
EA28,-82.0,-96.0
EA29,-81.0,-96.0
EA30,-90.0,-94.0
EA31,-89.0,-94.0
EA32,-88.0,-94.0
EA33,-87.0,-94.0
EA34,-86.0,-94.0
EA35,-85.0,-94.0
EA36,-84.0,-94.0
EA37,-83.0,-94.0
EA38,-82.0,-94.0
EA39,-81.0,-94.0
EA40,-90.0,-92.0
EA41,-89.0,-92.0
EA42,-88.0,-92.0
EA43,-87.0,-92.0
EA44,-86.0,-92.0
EA45,-85.0,-92.0
EA46,-84.0,-92.0
EA47,-83.0,-92.0
EA48,-82.0,-92.0
EA49,-81.0,-92.0
EA50,-90.0,-90.0
EA51,-89.0,-90.0
EA52,-88.0,-90.0
EA53,-87.0,-90.0
EA54,-86.0,-90.0
EA55,-85.0,-90.0
EA56,-84.0,-90.0
EA57,-83.0,-90.0
EA58,-82.0,-90.0
EA59,-81.0,-90.0
EA60,-90.0,-88.0
EA61,-89.0,-88.0
EA62,-88.0,-88.0
EA63,-87.0,-88.0
EA64,-86.0,-88.0
EA65,-85.0,-88.0
EA66,-84.0,-88.0
EA67,-83.0,-88.0
EA68,-82.0,-88.0
EA69,-81.0,-88.0
EA70,-90.0,-86.0
EA71,-89.0,-86.0
EA72,-88.0,-86.0
EA73,-87.0,-86.0
EA74,-86.0,-86.0
EA75,-85.0,-86.0
EA76,-84.0,-86.0
EA77,-83.0,-86.0
EA78,-82.0,-86.0
EA79,-81.0,-86.0
EA80,-90.0,-84.0
EA81,-89.0,-84.0
EA82,-88.0,-84.0
EA83,-87.0,-84.0
EA84,-86.0,-84.0
EA85,-85.0,-84.0
EA86,-84.0,-84.0
EA87,-83.0,-84.0
EA88,-82.0,-84.0
EA89,-81.0,-84.0
EA90,-90.0,-82.0
EA91,-89.0,-82.0
EA92,-88.0,-82.0
EA93,-87.0,-82.0
EA94,-86.0,-82.0
EA95,-85.0,-82.0
EA96,-84.0,-82.0
EA97,-83.0,-82.0
EA98,-82.0,-82.0
EA99,-81.0,-82.0
EB00,-80.0,-100.0
EB01,-79.0,-100.0
EB02,-78.0,-100.0
EB03,-77.0,-100.0
EB04,-76.0,-100.0
EB05,-75.0,-100.0
EB06,-74.0,-100.0
EB07,-73.0,-100.0
EB08,-72.0,-100.0
EB09,-71.0,-100.0
EB10,-80.0,-98.0
EB11,-79.0,-98.0
EB12,-78.0,-98.0
EB13,-77.0,-98.0
EB14,-76.0,-98.0
EB15,-75.0,-98.0
EB16,-74.0,-98.0
EB17,-73.0,-98.0
EB18,-72.0,-98.0
EB19,-71.0,-98.0
EB20,-80.0,-96.0
EB21,-79.0,-96.0
EB22,-78.0,-96.0
EB23,-77.0,-96.0
EB24,-76.0,-96.0
EB25,-75.0,-96.0
EB26,-74.0,-96.0
EB27,-73.0,-96.0
EB28,-72.0,-96.0
EB29,-71.0,-96.0
EB30,-80.0,-94.0
EB31,-79.0,-94.0
EB32,-78.0,-94.0
EB33,-77.0,-94.0
EB34,-76.0,-94.0
EB35,-75.0,-94.0
EB36,-74.0,-94.0
EB37,-73.0,-94.0
EB38,-72.0,-94.0
EB39,-71.0,-94.0
EB40,-80.0,-92.0
EB41,-79.0,-92.0
EB42,-78.0,-92.0
EB43,-77.0,-92.0
EB44,-76.0,-92.0
EB45,-75.0,-92.0
EB46,-74.0,-92.0
EB47,-73.0,-92.0
EB48,-72.0,-92.0
EB49,-71.0,-92.0
EB50,-80.0,-90.0
EB51,-79.0,-90.0
EB52,-78.0,-90.0
EB53,-77.0,-90.0
EB54,-76.0,-90.0
EB55,-75.0,-90.0
EB56,-74.0,-90.0
EB57,-73.0,-90.0
EB58,-72.0,-90.0
EB59,-71.0,-90.0
EB60,-80.0,-88.0
EB61,-79.0,-88.0
EB62,-78.0,-88.0
EB63,-77.0,-88.0
EB64,-76.0,-88.0
EB65,-75.0,-88.0
EB66,-74.0,-88.0
EB67,-73.0,-88.0
EB68,-72.0,-88.0
EB69,-71.0,-88.0
EB70,-80.0,-86.0
EB71,-79.0,-86.0
EB72,-78.0,-86.0
EB73,-77.0,-86.0
EB74,-76.0,-86.0
EB75,-75.0,-86.0
EB76,-74.0,-86.0
EB77,-73.0,-86.0
EB78,-72.0,-86.0
EB79,-71.0,-86.0
EB80,-80.0,-84.0
EB81,-79.0,-84.0
EB82,-78.0,-84.0
EB83,-77.0,-84.0
EB84,-76.0,-84.0
EB85,-75.0,-84.0
EB86,-74.0,-84.0
EB87,-73.0,-84.0
EB88,-72.0,-84.0
EB89,-71.0,-84.0
EB90,-80.0,-82.0
EB91,-79.0,-82.0
EB92,-78.0,-82.0
EB93,-77.0,-82.0
EB94,-76.0,-82.0
EB95,-75.0,-82.0
EB96,-74.0,-82.0
EB97,-73.0,-82.0
EB98,-72.0,-82.0
EB99,-71.0,-82.0
EC00,-70.0,-100.0
EC01,-69.0,-100.0
EC02,-68.0,-100.0
EC03,-67.0,-100.0
EC04,-66.0,-100.0
EC05,-65.0,-100.0
EC06,-64.0,-100.0
EC07,-63.0,-100.0
EC08,-62.0,-100.0
EC09,-61.0,-100.0
EC10,-70.0,-98.0
EC11,-69.0,-98.0
EC12,-68.0,-98.0
EC13,-67.0,-98.0
EC14,-66.0,-98.0
EC15,-65.0,-98.0
EC16,-64.0,-98.0
EC17,-63.0,-98.0
EC18,-62.0,-98.0
EC19,-61.0,-98.0
EC20,-70.0,-96.0
EC21,-69.0,-96.0
EC22,-68.0,-96.0
EC23,-67.0,-96.0
EC24,-66.0,-96.0
EC25,-65.0,-96.0
EC26,-64.0,-96.0
EC27,-63.0,-96.0
EC28,-62.0,-96.0
EC29,-61.0,-96.0
EC30,-70.0,-94.0
EC31,-69.0,-94.0
EC32,-68.0,-94.0
EC33,-67.0,-94.0
EC34,-66.0,-94.0
EC35,-65.0,-94.0
EC36,-64.0,-94.0
EC37,-63.0,-94.0
EC38,-62.0,-94.0
EC39,-61.0,-94.0
EC40,-70.0,-92.0
EC41,-69.0,-92.0
EC42,-68.0,-92.0
EC43,-67.0,-92.0
EC44,-66.0,-92.0
EC45,-65.0,-92.0
EC46,-64.0,-92.0
EC47,-63.0,-92.0
EC48,-62.0,-92.0
EC49,-61.0,-92.0
EC50,-70.0,-90.0
EC51,-69.0,-90.0
EC52,-68.0,-90.0
EC53,-67.0,-90.0
EC54,-66.0,-90.0
EC55,-65.0,-90.0
EC56,-64.0,-90.0
EC57,-63.0,-90.0
EC58,-62.0,-90.0
EC59,-61.0,-90.0
EC60,-70.0,-88.0
EC61,-69.0,-88.0
EC62,-68.0,-88.0
EC63,-67.0,-88.0
EC64,-66.0,-88.0
EC65,-65.0,-88.0
EC66,-64.0,-88.0
EC67,-63.0,-88.0
EC68,-62.0,-88.0
EC69,-61.0,-88.0
EC70,-70.0,-86.0
EC71,-69.0,-86.0
EC72,-68.0,-86.0
EC73,-67.0,-86.0
EC74,-66.0,-86.0
EC75,-65.0,-86.0
EC76,-64.0,-86.0
EC77,-63.0,-86.0
EC78,-62.0,-86.0
EC79,-61.0,-86.0
EC80,-70.0,-84.0
EC81,-69.0,-84.0
EC82,-68.0,-84.0
EC83,-67.0,-84.0
EC84,-66.0,-84.0
EC85,-65.0,-84.0
EC86,-64.0,-84.0
EC87,-63.0,-84.0
EC88,-62.0,-84.0
EC89,-61.0,-84.0
EC90,-70.0,-82.0
EC91,-69.0,-82.0
EC92,-68.0,-82.0
EC93,-67.0,-82.0
EC94,-66.0,-82.0
EC95,-65.0,-82.0
EC96,-64.0,-82.0
EC97,-63.0,-82.0
EC98,-62.0,-82.0
EC99,-61.0,-82.0
ED00,-60.0,-100.0
ED01,-59.0,-100.0
ED02,-58.0,-100.0
ED03,-57.0,-100.0
ED04,-56.0,-100.0
ED05,-55.0,-100.0
ED06,-54.0,-100.0
ED07,-53.0,-100.0
ED08,-52.0,-100.0
ED09,-51.0,-100.0
ED10,-60.0,-98.0
ED11,-59.0,-98.0
ED12,-58.0,-98.0
ED13,-57.0,-98.0
ED14,-56.0,-98.0
ED15,-55.0,-98.0
ED16,-54.0,-98.0
ED17,-53.0,-98.0
ED18,-52.0,-98.0
ED19,-51.0,-98.0
ED20,-60.0,-96.0
ED21,-59.0,-96.0
ED22,-58.0,-96.0
ED23,-57.0,-96.0
ED24,-56.0,-96.0
ED25,-55.0,-96.0
ED26,-54.0,-96.0
ED27,-53.0,-96.0
ED28,-52.0,-96.0
ED29,-51.0,-96.0
ED30,-60.0,-94.0
ED31,-59.0,-94.0
ED32,-58.0,-94.0
ED33,-57.0,-94.0
ED34,-56.0,-94.0
ED35,-55.0,-94.0
ED36,-54.0,-94.0
ED37,-53.0,-94.0
ED38,-52.0,-94.0
ED39,-51.0,-94.0
ED40,-60.0,-92.0
ED41,-59.0,-92.0
ED42,-58.0,-92.0
ED43,-57.0,-92.0
ED44,-56.0,-92.0
ED45,-55.0,-92.0
ED46,-54.0,-92.0
ED47,-53.0,-92.0
ED48,-52.0,-92.0
ED49,-51.0,-92.0
ED50,-60.0,-90.0
ED51,-59.0,-90.0
ED52,-58.0,-90.0
ED53,-57.0,-90.0
ED54,-56.0,-90.0
ED55,-55.0,-90.0
ED56,-54.0,-90.0
ED57,-53.0,-90.0
ED58,-52.0,-90.0
ED59,-51.0,-90.0
ED60,-60.0,-88.0
ED61,-59.0,-88.0
ED62,-58.0,-88.0
ED63,-57.0,-88.0
ED64,-56.0,-88.0
ED65,-55.0,-88.0
ED66,-54.0,-88.0
ED67,-53.0,-88.0
ED68,-52.0,-88.0
ED69,-51.0,-88.0
ED70,-60.0,-86.0
ED71,-59.0,-86.0
ED72,-58.0,-86.0
ED73,-57.0,-86.0
ED74,-56.0,-86.0
ED75,-55.0,-86.0
ED76,-54.0,-86.0
ED77,-53.0,-86.0
ED78,-52.0,-86.0
ED79,-51.0,-86.0
ED80,-60.0,-84.0
ED81,-59.0,-84.0
ED82,-58.0,-84.0
ED83,-57.0,-84.0
ED84,-56.0,-84.0
ED85,-55.0,-84.0
ED86,-54.0,-84.0
ED87,-53.0,-84.0
ED88,-52.0,-84.0
ED89,-51.0,-84.0
ED90,-60.0,-82.0
ED91,-59.0,-82.0
ED92,-58.0,-82.0
ED93,-57.0,-82.0
ED94,-56.0,-82.0
ED95,-55.0,-82.0
ED96,-54.0,-82.0
ED97,-53.0,-82.0
ED98,-52.0,-82.0
ED99,-51.0,-82.0
EE00,-50.0,-100.0
EE01,-49.0,-100.0
EE02,-48.0,-100.0
EE03,-47.0,-100.0
EE04,-46.0,-100.0
EE05,-45.0,-100.0
EE06,-44.0,-100.0
EE07,-43.0,-100.0
EE08,-42.0,-100.0
EE09,-41.0,-100.0
EE10,-50.0,-98.0
EE11,-49.0,-98.0
EE12,-48.0,-98.0
EE13,-47.0,-98.0
EE14,-46.0,-98.0
EE15,-45.0,-98.0
EE16,-44.0,-98.0
EE17,-43.0,-98.0
EE18,-42.0,-98.0
EE19,-41.0,-98.0
EE20,-50.0,-96.0
EE21,-49.0,-96.0
EE22,-48.0,-96.0
EE23,-47.0,-96.0
EE24,-46.0,-96.0
EE25,-45.0,-96.0
EE26,-44.0,-96.0
EE27,-43.0,-96.0
EE28,-42.0,-96.0
EE29,-41.0,-96.0
EE30,-50.0,-94.0
EE31,-49.0,-94.0
EE32,-48.0,-94.0
EE33,-47.0,-94.0
EE34,-46.0,-94.0
EE35,-45.0,-94.0
EE36,-44.0,-94.0
EE37,-43.0,-94.0
EE38,-42.0,-94.0
EE39,-41.0,-94.0
EE40,-50.0,-92.0
EE41,-49.0,-92.0
EE42,-48.0,-92.0
EE43,-47.0,-92.0
EE44,-46.0,-92.0
EE45,-45.0,-92.0
EE46,-44.0,-92.0
EE47,-43.0,-92.0
EE48,-42.0,-92.0
EE49,-41.0,-92.0
EE50,-50.0,-90.0
EE51,-49.0,-90.0
EE52,-48.0,-90.0
EE53,-47.0,-90.0
EE54,-46.0,-90.0
EE55,-45.0,-90.0
EE56,-44.0,-90.0
EE57,-43.0,-90.0
EE58,-42.0,-90.0
EE59,-41.0,-90.0
EE60,-50.0,-88.0
EE61,-49.0,-88.0
EE62,-48.0,-88.0
EE63,-47.0,-88.0
EE64,-46.0,-88.0
EE65,-45.0,-88.0
EE66,-44.0,-88.0
EE67,-43.0,-88.0
EE68,-42.0,-88.0
EE69,-41.0,-88.0
EE70,-50.0,-86.0
EE71,-49.0,-86.0
EE72,-48.0,-86.0
EE73,-47.0,-86.0
EE74,-46.0,-86.0
EE75,-45.0,-86.0
EE76,-44.0,-86.0
EE77,-43.0,-86.0
EE78,-42.0,-86.0
EE79,-41.0,-86.0
EE80,-50.0,-84.0
EE81,-49.0,-84.0
EE82,-48.0,-84.0
EE83,-47.0,-84.0
EE84,-46.0,-84.0
EE85,-45.0,-84.0
EE86,-44.0,-84.0
EE87,-43.0,-84.0
EE88,-42.0,-84.0
EE89,-41.0,-84.0
EE90,-50.0,-82.0
EE91,-49.0,-82.0
EE92,-48.0,-82.0
EE93,-47.0,-82.0
EE94,-46.0,-82.0
EE95,-45.0,-82.0
EE96,-44.0,-82.0
EE97,-43.0,-82.0
EE98,-42.0,-82.0
EE99,-41.0,-82.0
EF00,-40.0,-100.0
EF01,-39.0,-100.0
EF02,-38.0,-100.0
EF03,-37.0,-100.0
EF04,-36.0,-100.0
EF05,-35.0,-100.0
EF06,-34.0,-100.0
EF07,-33.0,-100.0
EF08,-32.0,-100.0
EF09,-31.0,-100.0
EF10,-40.0,-98.0
EF11,-39.0,-98.0
EF12,-38.0,-98.0
EF13,-37.0,-98.0
EF14,-36.0,-98.0
EF15,-35.0,-98.0
EF16,-34.0,-98.0
EF17,-33.0,-98.0
EF18,-32.0,-98.0
EF19,-31.0,-98.0
EF20,-40.0,-96.0
EF21,-39.0,-96.0
EF22,-38.0,-96.0
EF23,-37.0,-96.0
EF24,-36.0,-96.0
EF25,-35.0,-96.0
EF26,-34.0,-96.0
EF27,-33.0,-96.0
EF28,-32.0,-96.0
EF29,-31.0,-96.0
EF30,-40.0,-94.0
EF31,-39.0,-94.0
EF32,-38.0,-94.0
EF33,-37.0,-94.0
EF34,-36.0,-94.0
EF35,-35.0,-94.0
EF36,-34.0,-94.0
EF37,-33.0,-94.0
EF38,-32.0,-94.0
EF39,-31.0,-94.0
EF40,-40.0,-92.0
EF41,-39.0,-92.0
EF42,-38.0,-92.0
EF43,-37.0,-92.0
EF44,-36.0,-92.0
EF45,-35.0,-92.0
EF46,-34.0,-92.0
EF47,-33.0,-92.0
EF48,-32.0,-92.0
EF49,-31.0,-92.0
EF50,-40.0,-90.0
EF51,-39.0,-90.0
EF52,-38.0,-90.0
EF53,-37.0,-90.0
EF54,-36.0,-90.0
EF55,-35.0,-90.0
EF56,-34.0,-90.0
EF57,-33.0,-90.0
EF58,-32.0,-90.0
EF59,-31.0,-90.0
EF60,-40.0,-88.0
EF61,-39.0,-88.0
EF62,-38.0,-88.0
EF63,-37.0,-88.0
EF64,-36.0,-88.0
EF65,-35.0,-88.0
EF66,-34.0,-88.0
EF67,-33.0,-88.0
EF68,-32.0,-88.0
EF69,-31.0,-88.0
EF70,-40.0,-86.0
EF71,-39.0,-86.0
EF72,-38.0,-86.0
EF73,-37.0,-86.0
EF74,-36.0,-86.0
EF75,-35.0,-86.0
EF76,-34.0,-86.0
EF77,-33.0,-86.0
EF78,-32.0,-86.0
EF79,-31.0,-86.0
EF80,-40.0,-84.0
EF81,-39.0,-84.0
EF82,-38.0,-84.0
EF83,-37.0,-84.0
EF84,-36.0,-84.0
EF85,-35.0,-84.0
EF86,-34.0,-84.0
EF87,-33.0,-84.0
EF88,-32.0,-84.0
EF89,-31.0,-84.0
EF90,-40.0,-82.0
EF91,-39.0,-82.0
EF92,-38.0,-82.0
EF93,-37.0,-82.0
EF94,-36.0,-82.0
EF95,-35.0,-82.0
EF96,-34.0,-82.0
EF97,-33.0,-82.0
EF98,-32.0,-82.0
EF99,-31.0,-82.0
EG00,-30.0,-100.0
EG01,-29.0,-100.0
EG02,-28.0,-100.0
EG03,-27.0,-100.0
EG04,-26.0,-100.0
EG05,-25.0,-100.0
EG06,-24.0,-100.0
EG07,-23.0,-100.0
EG08,-22.0,-100.0
EG09,-21.0,-100.0
EG10,-30.0,-98.0
EG11,-29.0,-98.0
EG12,-28.0,-98.0
EG13,-27.0,-98.0
EG14,-26.0,-98.0
EG15,-25.0,-98.0
EG16,-24.0,-98.0
EG17,-23.0,-98.0
EG18,-22.0,-98.0
EG19,-21.0,-98.0
EG20,-30.0,-96.0
EG21,-29.0,-96.0
EG22,-28.0,-96.0
EG23,-27.0,-96.0
EG24,-26.0,-96.0
EG25,-25.0,-96.0
EG26,-24.0,-96.0
EG27,-23.0,-96.0
EG28,-22.0,-96.0
EG29,-21.0,-96.0
EG30,-30.0,-94.0
EG31,-29.0,-94.0
EG32,-28.0,-94.0
EG33,-27.0,-94.0
EG34,-26.0,-94.0
EG35,-25.0,-94.0
EG36,-24.0,-94.0
EG37,-23.0,-94.0
EG38,-22.0,-94.0
EG39,-21.0,-94.0
EG40,-30.0,-92.0
EG41,-29.0,-92.0
EG42,-28.0,-92.0
EG43,-27.0,-92.0
EG44,-26.0,-92.0
EG45,-25.0,-92.0
EG46,-24.0,-92.0
EG47,-23.0,-92.0
EG48,-22.0,-92.0
EG49,-21.0,-92.0
EG50,-30.0,-90.0
EG51,-29.0,-90.0
EG52,-28.0,-90.0
EG53,-27.0,-90.0
EG54,-26.0,-90.0
EG55,-25.0,-90.0
EG56,-24.0,-90.0
EG57,-23.0,-90.0
EG58,-22.0,-90.0
EG59,-21.0,-90.0
EG60,-30.0,-88.0
EG61,-29.0,-88.0
EG62,-28.0,-88.0
EG63,-27.0,-88.0
EG64,-26.0,-88.0
EG65,-25.0,-88.0
EG66,-24.0,-88.0
EG67,-23.0,-88.0
EG68,-22.0,-88.0
EG69,-21.0,-88.0
EG70,-30.0,-86.0
EG71,-29.0,-86.0
EG72,-28.0,-86.0
EG73,-27.0,-86.0
EG74,-26.0,-86.0
EG75,-25.0,-86.0
EG76,-24.0,-86.0
EG77,-23.0,-86.0
EG78,-22.0,-86.0
EG79,-21.0,-86.0
EG80,-30.0,-84.0
EG81,-29.0,-84.0
EG82,-28.0,-84.0
EG83,-27.0,-84.0
EG84,-26.0,-84.0
EG85,-25.0,-84.0
EG86,-24.0,-84.0
EG87,-23.0,-84.0
EG88,-22.0,-84.0
EG89,-21.0,-84.0
EG90,-30.0,-82.0
EG91,-29.0,-82.0
EG92,-28.0,-82.0
EG93,-27.0,-82.0
EG94,-26.0,-82.0
EG95,-25.0,-82.0
EG96,-24.0,-82.0
EG97,-23.0,-82.0
EG98,-22.0,-82.0
EG99,-21.0,-82.0
EH00,-20.0,-100.0
EH01,-19.0,-100.0
EH02,-18.0,-100.0
EH03,-17.0,-100.0
EH04,-16.0,-100.0
EH05,-15.0,-100.0
EH06,-14.0,-100.0
EH07,-13.0,-100.0
EH08,-12.0,-100.0
EH09,-11.0,-100.0
EH10,-20.0,-98.0
EH11,-19.0,-98.0
EH12,-18.0,-98.0
EH13,-17.0,-98.0
EH14,-16.0,-98.0
EH15,-15.0,-98.0
EH16,-14.0,-98.0
EH17,-13.0,-98.0
EH18,-12.0,-98.0
EH19,-11.0,-98.0
EH20,-20.0,-96.0
EH21,-19.0,-96.0
EH22,-18.0,-96.0
EH23,-17.0,-96.0
EH24,-16.0,-96.0
EH25,-15.0,-96.0
EH26,-14.0,-96.0
EH27,-13.0,-96.0
EH28,-12.0,-96.0
EH29,-11.0,-96.0
EH30,-20.0,-94.0
EH31,-19.0,-94.0
EH32,-18.0,-94.0
EH33,-17.0,-94.0
EH34,-16.0,-94.0
EH35,-15.0,-94.0
EH36,-14.0,-94.0
EH37,-13.0,-94.0
EH38,-12.0,-94.0
EH39,-11.0,-94.0
EH40,-20.0,-92.0
EH41,-19.0,-92.0
EH42,-18.0,-92.0
EH43,-17.0,-92.0
EH44,-16.0,-92.0
EH45,-15.0,-92.0
EH46,-14.0,-92.0
EH47,-13.0,-92.0
EH48,-12.0,-92.0
EH49,-11.0,-92.0
EH50,-20.0,-90.0
EH51,-19.0,-90.0
EH52,-18.0,-90.0
EH53,-17.0,-90.0
EH54,-16.0,-90.0
EH55,-15.0,-90.0
EH56,-14.0,-90.0
EH57,-13.0,-90.0
EH58,-12.0,-90.0
EH59,-11.0,-90.0
EH60,-20.0,-88.0
EH61,-19.0,-88.0
EH62,-18.0,-88.0
EH63,-17.0,-88.0
EH64,-16.0,-88.0
EH65,-15.0,-88.0
EH66,-14.0,-88.0
EH67,-13.0,-88.0
EH68,-12.0,-88.0
EH69,-11.0,-88.0
EH70,-20.0,-86.0
EH71,-19.0,-86.0
EH72,-18.0,-86.0
EH73,-17.0,-86.0
EH74,-16.0,-86.0
EH75,-15.0,-86.0
EH76,-14.0,-86.0
EH77,-13.0,-86.0
EH78,-12.0,-86.0
EH79,-11.0,-86.0
EH80,-20.0,-84.0
EH81,-19.0,-84.0
EH82,-18.0,-84.0
EH83,-17.0,-84.0
EH84,-16.0,-84.0
EH85,-15.0,-84.0
EH86,-14.0,-84.0
EH87,-13.0,-84.0
EH88,-12.0,-84.0
EH89,-11.0,-84.0
EH90,-20.0,-82.0
EH91,-19.0,-82.0
EH92,-18.0,-82.0
EH93,-17.0,-82.0
EH94,-16.0,-82.0
EH95,-15.0,-82.0
EH96,-14.0,-82.0
EH97,-13.0,-82.0
EH98,-12.0,-82.0
EH99,-11.0,-82.0
EI00,-10.0,-100.0
EI01,-9.0,-100.0
EI02,-8.0,-100.0
EI03,-7.0,-100.0
EI04,-6.0,-100.0
EI05,-5.0,-100.0
EI06,-4.0,-100.0
EI07,-3.0,-100.0
EI08,-2.0,-100.0
EI09,-1.0,-100.0
EI10,-10.0,-98.0
EI11,-9.0,-98.0
EI12,-8.0,-98.0
EI13,-7.0,-98.0
EI14,-6.0,-98.0
EI15,-5.0,-98.0
EI16,-4.0,-98.0
EI17,-3.0,-98.0
EI18,-2.0,-98.0
EI19,-1.0,-98.0
EI20,-10.0,-96.0
EI21,-9.0,-96.0
EI22,-8.0,-96.0
EI23,-7.0,-96.0
EI24,-6.0,-96.0
EI25,-5.0,-96.0
EI26,-4.0,-96.0
EI27,-3.0,-96.0
EI28,-2.0,-96.0
EI29,-1.0,-96.0
EI30,-10.0,-94.0
EI31,-9.0,-94.0
EI32,-8.0,-94.0
EI33,-7.0,-94.0
EI34,-6.0,-94.0
EI35,-5.0,-94.0
EI36,-4.0,-94.0
EI37,-3.0,-94.0
EI38,-2.0,-94.0
EI39,-1.0,-94.0
EI40,-10.0,-92.0
EI41,-9.0,-92.0
EI42,-8.0,-92.0
EI43,-7.0,-92.0
EI44,-6.0,-92.0
EI45,-5.0,-92.0
EI46,-4.0,-92.0
EI47,-3.0,-92.0
EI48,-2.0,-92.0
EI49,-1.0,-92.0
EI50,-10.0,-90.0
EI51,-9.0,-90.0
EI52,-8.0,-90.0
EI53,-7.0,-90.0
EI54,-6.0,-90.0
EI55,-5.0,-90.0
EI56,-4.0,-90.0
EI57,-3.0,-90.0
EI58,-2.0,-90.0
EI59,-1.0,-90.0
EI60,-10.0,-88.0
EI61,-9.0,-88.0
EI62,-8.0,-88.0
EI63,-7.0,-88.0
EI64,-6.0,-88.0
EI65,-5.0,-88.0
EI66,-4.0,-88.0
EI67,-3.0,-88.0
EI68,-2.0,-88.0
EI69,-1.0,-88.0
EI70,-10.0,-86.0
EI71,-9.0,-86.0
