grid,lat,lon
NE30,-50.0,86.0
NE31,-49.0,86.0
NE32,-48.0,86.0
NE33,-47.0,86.0
NE34,-46.0,86.0
NE35,-45.0,86.0
NE36,-44.0,86.0
NE37,-43.0,86.0
NE38,-42.0,86.0
NE39,-41.0,86.0
NE40,-50.0,88.0
NE41,-49.0,88.0
NE42,-48.0,88.0
NE43,-47.0,88.0
NE44,-46.0,88.0
NE45,-45.0,88.0
NE46,-44.0,88.0
NE47,-43.0,88.0
NE48,-42.0,88.0
NE49,-41.0,88.0
NE50,-50.0,90.0
NE51,-49.0,90.0
NE52,-48.0,90.0
NE53,-47.0,90.0
NE54,-46.0,90.0
NE55,-45.0,90.0
NE56,-44.0,90.0
NE57,-43.0,90.0
NE58,-42.0,90.0
NE59,-41.0,90.0
NE60,-50.0,92.0
NE61,-49.0,92.0
NE62,-48.0,92.0
NE63,-47.0,92.0
NE64,-46.0,92.0
NE65,-45.0,92.0
NE66,-44.0,92.0
NE67,-43.0,92.0
NE68,-42.0,92.0
NE69,-41.0,92.0
NE70,-50.0,94.0
NE71,-49.0,94.0
NE72,-48.0,94.0
NE73,-47.0,94.0
NE74,-46.0,94.0
NE75,-45.0,94.0
NE76,-44.0,94.0
NE77,-43.0,94.0
NE78,-42.0,94.0
NE79,-41.0,94.0
NE80,-50.0,96.0
NE81,-49.0,96.0
NE82,-48.0,96.0
NE83,-47.0,96.0
NE84,-46.0,96.0
NE85,-45.0,96.0
NE86,-44.0,96.0
NE87,-43.0,96.0
NE88,-42.0,96.0
NE89,-41.0,96.0
NE90,-50.0,98.0
NE91,-49.0,98.0
NE92,-48.0,98.0
NE93,-47.0,98.0
NE94,-46.0,98.0
NE95,-45.0,98.0
NE96,-44.0,98.0
NE97,-43.0,98.0
NE98,-42.0,98.0
NE99,-41.0,98.0
NF00,-40.0,80.0
NF01,-39.0,80.0
NF02,-38.0,80.0
NF03,-37.0,80.0
NF04,-36.0,80.0
NF05,-35.0,80.0
NF06,-34.0,80.0
NF07,-33.0,80.0
NF08,-32.0,80.0
NF09,-31.0,80.0
NF10,-40.0,82.0
NF11,-39.0,82.0
NF12,-38.0,82.0
NF13,-37.0,82.0
NF14,-36.0,82.0
NF15,-35.0,82.0
NF16,-34.0,82.0
NF17,-33.0,82.0
NF18,-32.0,82.0
NF19,-31.0,82.0
NF20,-40.0,84.0
NF21,-39.0,84.0
NF22,-38.0,84.0
NF23,-37.0,84.0
NF24,-36.0,84.0
NF25,-35.0,84.0
NF26,-34.0,84.0
NF27,-33.0,84.0
NF28,-32.0,84.0
NF29,-31.0,84.0
NF30,-40.0,86.0
NF31,-39.0,86.0
NF32,-38.0,86.0
NF33,-37.0,86.0
NF34,-36.0,86.0
NF35,-35.0,86.0
NF36,-34.0,86.0
NF37,-33.0,86.0
NF38,-32.0,86.0
NF39,-31.0,86.0
NF40,-40.0,88.0
NF41,-39.0,88.0
NF42,-38.0,88.0
NF43,-37.0,88.0
NF44,-36.0,88.0
NF45,-35.0,88.0
NF46,-34.0,88.0
NF47,-33.0,88.0
NF48,-32.0,88.0
NF49,-31.0,88.0
NF50,-40.0,90.0
NF51,-39.0,90.0
NF52,-38.0,90.0
NF53,-37.0,90.0
NF54,-36.0,90.0
NF55,-35.0,90.0
NF56,-34.0,90.0
NF57,-33.0,90.0
NF58,-32.0,90.0
NF59,-31.0,90.0
NF60,-40.0,92.0
NF61,-39.0,92.0
NF62,-38.0,92.0
NF63,-37.0,92.0
NF64,-36.0,92.0
NF65,-35.0,92.0
NF66,-34.0,92.0
NF67,-33.0,92.0
NF68,-32.0,92.0
NF69,-31.0,92.0
NF70,-40.0,94.0
NF71,-39.0,94.0
NF72,-38.0,94.0
NF73,-37.0,94.0
NF74,-36.0,94.0
NF75,-35.0,94.0
NF76,-34.0,94.0
NF77,-33.0,94.0
NF78,-32.0,94.0
NF79,-31.0,94.0
NF80,-40.0,96.0
NF81,-39.0,96.0
NF82,-38.0,96.0
NF83,-37.0,96.0
NF84,-36.0,96.0
NF85,-35.0,96.0
NF86,-34.0,96.0
NF87,-33.0,96.0
NF88,-32.0,96.0
NF89,-31.0,96.0
NF90,-40.0,98.0
NF91,-39.0,98.0
NF92,-38.0,98.0
NF93,-37.0,98.0
NF94,-36.0,98.0
NF95,-35.0,98.0
NF96,-34.0,98.0
NF97,-33.0,98.0
NF98,-32.0,98.0
NF99,-31.0,98.0
NG00,-30.0,80.0
NG01,-29.0,80.0
NG02,-28.0,80.0
NG03,-27.0,80.0
NG04,-26.0,80.0
NG05,-25.0,80.0
NG06,-24.0,80.0
NG07,-23.0,80.0
NG08,-22.0,80.0
NG09,-21.0,80.0
NG10,-30.0,82.0
NG11,-29.0,82.0
NG12,-28.0,82.0
NG13,-27.0,82.0
NG14,-26.0,82.0
NG15,-25.0,82.0
NG16,-24.0,82.0
NG17,-23.0,82.0
NG18,-22.0,82.0
NG19,-21.0,82.0
NG20,-30.0,84.0
NG21,-29.0,84.0
NG22,-28.0,84.0
NG23,-27.0,84.0
NG24,-26.0,84.0
NG25,-25.0,84.0
NG26,-24.0,84.0
NG27,-23.0,84.0
NG28,-22.0,84.0
NG29,-21.0,84.0
NG30,-30.0,86.0
NG31,-29.0,86.0
NG32,-28.0,86.0
NG33,-27.0,86.0
NG34,-26.0,86.0
NG35,-25.0,86.0
NG36,-24.0,86.0
NG37,-23.0,86.0
NG38,-22.0,86.0
NG39,-21.0,86.0
NG40,-30.0,88.0
NG41,-29.0,88.0
NG42,-28.0,88.0
NG43,-27.0,88.0
NG44,-26.0,88.0
NG45,-25.0,88.0
NG46,-24.0,88.0
NG47,-23.0,88.0
NG48,-22.0,88.0
NG49,-21.0,88.0
NG50,-30.0,90.0
NG51,-29.0,90.0
NG52,-28.0,90.0
NG53,-27.0,90.0
NG54,-26.0,90.0
NG55,-25.0,90.0
NG56,-24.0,90.0
NG57,-23.0,90.0
NG58,-22.0,90.0
NG59,-21.0,90.0
NG60,-30.0,92.0
NG61,-29.0,92.0
NG62,-28.0,92.0
NG63,-27.0,92.0
NG64,-26.0,92.0
NG65,-25.0,92.0
NG66,-24.0,92.0
NG67,-23.0,92.0
NG68,-22.0,92.0
NG69,-21.0,92.0
NG70,-30.0,94.0
NG71,-29.0,94.0
NG72,-28.0,94.0
NG73,-27.0,94.0
NG74,-26.0,94.0
NG75,-25.0,94.0
NG76,-24.0,94.0
NG77,-23.0,94.0
NG78,-22.0,94.0
NG79,-21.0,94.0
NG80,-30.0,96.0
NG81,-29.0,96.0
NG82,-28.0,96.0
NG83,-27.0,96.0
NG84,-26.0,96.0
NG85,-25.0,96.0
NG86,-24.0,96.0
NG87,-23.0,96.0
NG88,-22.0,96.0
NG89,-21.0,96.0
NG90,-30.0,98.0
NG91,-29.0,98.0
NG92,-28.0,98.0
NG93,-27.0,98.0
NG94,-26.0,98.0
NG95,-25.0,98.0
NG96,-24.0,98.0
NG97,-23.0,98.0
NG98,-22.0,98.0
NG99,-21.0,98.0
NH00,-20.0,80.0
NH01,-19.0,80.0
NH02,-18.0,80.0
NH03,-17.0,80.0
NH04,-16.0,80.0
NH05,-15.0,80.0
NH06,-14.0,80.0
NH07,-13.0,80.0
NH08,-12.0,80.0
NH09,-11.0,80.0
NH10,-20.0,82.0
NH11,-19.0,82.0
NH12,-18.0,82.0
NH13,-17.0,82.0
NH14,-16.0,82.0
NH15,-15.0,82.0
NH16,-14.0,82.0
NH17,-13.0,82.0
NH18,-12.0,82.0
NH19,-11.0,82.0
NH20,-20.0,84.0
NH21,-19.0,84.0
NH22,-18.0,84.0
NH23,-17.0,84.0
NH24,-16.0,84.0
NH25,-15.0,84.0
NH26,-14.0,84.0
NH27,-13.0,84.0
NH28,-12.0,84.0
NH29,-11.0,84.0
NH30,-20.0,86.0
NH31,-19.0,86.0
NH32,-18.0,86.0
NH33,-17.0,86.0
NH34,-16.0,86.0
NH35,-15.0,86.0
NH36,-14.0,86.0
NH37,-13.0,86.0
NH38,-12.0,86.0
NH39,-11.0,86.0
NH40,-20.0,88.0
NH41,-19.0,88.0
NH42,-18.0,88.0
NH43,-17.0,88.0
NH44,-16.0,88.0
NH45,-15.0,88.0
NH46,-14.0,88.0
NH47,-13.0,88.0
NH48,-12.0,88.0
NH49,-11.0,88.0
NH50,-20.0,90.0
NH51,-19.0,90.0
NH52,-18.0,90.0
NH53,-17.0,90.0
NH54,-16.0,90.0
NH55,-15.0,90.0
NH56,-14.0,90.0
NH57,-13.0,90.0
NH58,-12.0,90.0
NH59,-11.0,90.0
NH60,-20.0,92.0
NH61,-19.0,92.0
NH62,-18.0,92.0
NH63,-17.0,92.0
NH64,-16.0,92.0
NH65,-15.0,92.0
NH66,-14.0,92.0
NH67,-13.0,92.0
NH68,-12.0,92.0
NH69,-11.0,92.0
NH70,-20.0,94.0
NH71,-19.0,94.0
NH72,-18.0,94.0
NH73,-17.0,94.0
NH74,-16.0,94.0
NH75,-15.0,94.0
NH76,-14.0,94.0
NH77,-13.0,94.0
NH78,-12.0,94.0
NH79,-11.0,94.0
NH80,-20.0,96.0
NH81,-19.0,96.0
NH82,-18.0,96.0
NH83,-17.0,96.0
NH84,-16.0,96.0
NH85,-15.0,96.0
NH86,-14.0,96.0
NH87,-13.0,96.0
NH88,-12.0,96.0
NH89,-11.0,96.0
NH90,-20.0,98.0
NH91,-19.0,98.0
NH92,-18.0,98.0
NH93,-17.0,98.0
NH94,-16.0,98.0
NH95,-15.0,98.0
NH96,-14.0,98.0
NH97,-13.0,98.0
NH98,-12.0,98.0
NH99,-11.0,98.0
NI00,-10.0,80.0
NI01,-9.0,80.0
NI02,-8.0,80.0
NI03,-7.0,80.0
NI04,-6.0,80.0
NI05,-5.0,80.0
NI06,-4.0,80.0
NI07,-3.0,80.0
NI08,-2.0,80.0
NI09,-1.0,80.0
NI10,-10.0,82.0
NI11,-9.0,82.0
NI12,-8.0,82.0
NI13,-7.0,82.0
NI14,-6.0,82.0
NI15,-5.0,82.0
NI16,-4.0,82.0
NI17,-3.0,82.0
NI18,-2.0,82.0
NI19,-1.0,82.0
NI20,-10.0,84.0
NI21,-9.0,84.0
NI22,-8.0,84.0
NI23,-7.0,84.0
NI24,-6.0,84.0
NI25,-5.0,84.0
NI26,-4.0,84.0
NI27,-3.0,84.0
NI28,-2.0,84.0
NI29,-1.0,84.0
NI30,-10.0,86.0
NI31,-9.0,86.0
NI32,-8.0,86.0
NI33,-7.0,86.0
NI34,-6.0,86.0
NI35,-5.0,86.0
NI36,-4.0,86.0
NI37,-3.0,86.0
NI38,-2.0,86.0
NI39,-1.0,86.0
NI40,-10.0,88.0
NI41,-9.0,88.0
NI42,-8.0,88.0
NI43,-7.0,88.0
NI44,-6.0,88.0
NI45,-5.0,88.0
NI46,-4.0,88.0
NI47,-3.0,88.0
NI48,-2.0,88.0
NI49,-1.0,88.0
NI50,-10.0,90.0
NI51,-9.0,90.0
NI52,-8.0,90.0
NI53,-7.0,90.0
NI54,-6.0,90.0
NI55,-5.0,90.0
NI56,-4.0,90.0
NI57,-3.0,90.0
NI58,-2.0,90.0
NI59,-1.0,90.0
NI60,-10.0,92.0
NI61,-9.0,92.0
NI62,-8.0,92.0
NI63,-7.0,92.0
NI64,-6.0,92.0
NI65,-5.0,92.0
NI66,-4.0,92.0
NI67,-3.0,92.0
NI68,-2.0,92.0
NI69,-1.0,92.0
NI70,-10.0,94.0
NI71,-9.0,94.0
NI72,-8.0,94.0
NI73,-7.0,94.0
NI74,-6.0,94.0
NI75,-5.0,94.0
NI76,-4.0,94.0
NI77,-3.0,94.0
NI78,-2.0,94.0
NI79,-1.0,94.0
NI80,-10.0,96.0
NI81,-9.0,96.0
NI82,-8.0,96.0
NI83,-7.0,96.0
NI84,-6.0,96.0
NI85,-5.0,96.0
NI86,-4.0,96.0
NI87,-3.0,96.0
NI88,-2.0,96.0
NI89,-1.0,96.0
NI90,-10.0,98.0
NI91,-9.0,98.0
NI92,-8.0,98.0
NI93,-7.0,98.0
NI94,-6.0,98.0
NI95,-5.0,98.0
NI96,-4.0,98.0
NI97,-3.0,98.0
NI98,-2.0,98.0
NI99,-1.0,98.0
NJ00,0.0,80.0
NJ01,1.0,80.0
NJ02,2.0,80.0
NJ03,3.0,80.0
NJ04,4.0,80.0
NJ05,5.0,80.0
NJ06,6.0,80.0
NJ07,7.0,80.0
NJ08,8.0,80.0
NJ09,9.0,80.0
NJ10,0.0,82.0
NJ11,1.0,82.0
NJ12,2.0,82.0
NJ13,3.0,82.0
NJ14,4.0,82.0
NJ15,5.0,82.0
NJ16,6.0,82.0
NJ17,7.0,82.0
NJ18,8.0,82.0
NJ19,9.0,82.0
NJ20,0.0,84.0
NJ21,1.0,84.0
NJ22,2.0,84.0
NJ23,3.0,84.0
NJ24,4.0,84.0
NJ25,5.0,84.0
NJ26,6.0,84.0
NJ27,7.0,84.0
NJ28,8.0,84.0
NJ29,9.0,84.0
NJ30,0.0,86.0
NJ31,1.0,86.0
NJ32,2.0,86.0
NJ33,3.0,86.0
NJ34,4.0,86.0
NJ35,5.0,86.0
NJ36,6.0,86.0
NJ37,7.0,86.0
NJ38,8.0,86.0
NJ39,9.0,86.0
NJ40,0.0,88.0
NJ41,1.0,88.0
NJ42,2.0,88.0
NJ43,3.0,88.0
NJ44,4.0,88.0
NJ45,5.0,88.0
NJ46,6.0,88.0
NJ47,7.0,88.0
NJ48,8.0,88.0
NJ49,9.0,88.0
NJ50,0.0,90.0
NJ51,1.0,90.0
NJ52,2.0,90.0
NJ53,3.0,90.0
NJ54,4.0,90.0
NJ55,5.0,90.0
NJ56,6.0,90.0
NJ57,7.0,90.0
NJ58,8.0,90.0
NJ59,9.0,90.0
NJ60,0.0,92.0
NJ61,1.0,92.0
NJ62,2.0,92.0
NJ63,3.0,92.0
NJ64,4.0,92.0
NJ65,5.0,92.0
NJ66,6.0,92.0
NJ67,7.0,92.0
NJ68,8.0,92.0
NJ69,9.0,92.0
NJ70,0.0,94.0
NJ71,1.0,94.0
NJ72,2.0,94.0
NJ73,3.0,94.0
NJ74,4.0,94.0
NJ75,5.0,94.0
NJ76,6.0,94.0
NJ77,7.0,94.0
NJ78,8.0,94.0
NJ79,9.0,94.0
NJ80,0.0,96.0
NJ81,1.0,96.0
NJ82,2.0,96.0
NJ83,3.0,96.0
NJ84,4.0,96.0
NJ85,5.0,96.0
NJ86,6.0,96.0
NJ87,7.0,96.0
NJ88,8.0,96.0
NJ89,9.0,96.0
NJ90,0.0,98.0
NJ91,1.0,98.0
NJ92,2.0,98.0
NJ93,3.0,98.0
NJ94,4.0,98.0
NJ95,5.0,98.0
NJ96,6.0,98.0
NJ97,7.0,98.0
NJ98,8.0,98.0
NJ99,9.0,98.0
NK00,10.0,80.0
NK01,11.0,80.0
NK02,12.0,80.0
NK03,13.0,80.0
NK04,14.0,80.0
NK05,15.0,80.0
NK06,16.0,80.0
NK07,17.0,80.0
NK08,18.0,80.0
NK09,19.0,80.0
NK10,10.0,82.0
NK11,11.0,82.0
NK12,12.0,82.0
NK13,13.0,82.0
NK14,14.0,82.0
NK15,15.0,82.0
NK16,16.0,82.0
NK17,17.0,82.0
NK18,18.0,82.0
NK19,19.0,82.0
NK20,10.0,84.0
NK21,11.0,84.0
NK22,12.0,84.0
NK23,13.0,84.0
NK24,14.0,84.0
NK25,15.0,84.0
NK26,16.0,84.0
NK27,17.0,84.0
NK28,18.0,84.0
NK29,19.0,84.0
NK30,10.0,86.0
NK31,11.0,86.0
NK32,12.0,86.0
NK33,13.0,86.0
NK34,14.0,86.0
NK35,15.0,86.0
NK36,16.0,86.0
NK37,17.0,86.0
NK38,18.0,86.0
NK39,19.0,86.0
NK40,10.0,88.0
NK41,11.0,88.0
NK42,12.0,88.0
NK43,13.0,88.0
NK44,14.0,88.0
NK45,15.0,88.0
NK46,16.0,88.0
NK47,17.0,88.0
NK48,18.0,88.0
NK49,19.0,88.0
NK50,10.0,90.0
NK51,11.0,90.0
NK52,12.0,90.0
NK53,13.0,90.0
NK54,14.0,90.0
NK55,15.0,90.0
NK56,16.0,90.0
NK57,17.0,90.0
NK58,18.0,90.0
NK59,19.0,90.0
NK60,10.0,92.0
NK61,11.0,92.0
NK62,12.0,92.0
NK63,13.0,92.0
NK64,14.0,92.0
NK65,15.0,92.0
NK66,16.0,92.0
NK67,17.0,92.0
NK68,18.0,92.0
NK69,19.0,92.0
NK70,10.0,94.0
NK71,11.0,94.0
NK72,12.0,94.0
NK73,13.0,94.0
NK74,14.0,94.0
NK75,15.0,94.0
NK76,16.0,94.0
NK77,17.0,94.0
NK78,18.0,94.0
NK79,19.0,94.0
NK80,10.0,96.0
NK81,11.0,96.0
NK82,12.0,96.0
NK83,13.0,96.0
NK84,14.0,96.0
NK85,15.0,96.0
NK86,16.0,96.0
NK87,17.0,96.0
NK88,18.0,96.0
NK89,19.0,96.0
NK90,10.0,98.0
NK91,11.0,98.0
NK92,12.0,98.0
NK93,13.0,98.0
NK94,14.0,98.0
NK95,15.0,98.0
NK96,16.0,98.0
NK97,17.0,98.0
NK98,18.0,98.0
NK99,19.0,98.0
NL00,20.0,80.0
NL01,21.0,80.0
NL02,22.0,80.0
NL03,23.0,80.0
NL04,24.0,80.0
NL05,25.0,80.0
NL06,26.0,80.0
NL07,27.0,80.0
NL08,28.0,80.0
NL09,29.0,80.0
NL10,20.0,82.0
NL11,21.0,82.0
NL12,22.0,82.0
NL13,23.0,82.0
NL14,24.0,82.0
NL15,25.0,82.0
NL16,26.0,82.0
NL17,27.0,82.0
NL18,28.0,82.0
NL19,29.0,82.0
NL20,20.0,84.0
NL21,21.0,84.0
NL22,22.0,84.0
NL23,23.0,84.0
NL24,24.0,84.0
NL25,25.0,84.0
NL26,26.0,84.0
NL27,27.0,84.0
NL28,28.0,84.0
NL29,29.0,84.0
NL30,20.0,86.0
NL31,21.0,86.0
NL32,22.0,86.0
NL33,23.0,86.0
NL34,24.0,86.0
NL35,25.0,86.0
NL36,26.0,86.0
NL37,27.0,86.0
NL38,28.0,86.0
NL39,29.0,86.0
NL40,20.0,88.0
NL41,21.0,88.0
NL42,22.0,88.0
NL43,23.0,88.0
NL44,24.0,88.0
NL45,25.0,88.0
NL46,26.0,88.0
NL47,27.0,88.0
NL48,28.0,88.0
NL49,29.0,88.0
NL50,20.0,90.0
NL51,21.0,90.0
NL52,22.0,90.0
NL53,23.0,90.0
NL54,24.0,90.0
NL55,25.0,90.0
NL56,26.0,90.0
NL57,27.0,90.0
NL58,28.0,90.0
NL59,29.0,90.0
NL60,20.0,92.0
NL61,21.0,92.0
NL62,22.0,92.0
NL63,23.0,92.0
NL64,24.0,92.0
NL65,25.0,92.0
NL66,26.0,92.0
NL67,27.0,92.0
NL68,28.0,92.0
NL69,29.0,92.0
NL70,20.0,94.0
NL71,21.0,94.0
NL72,22.0,94.0
NL73,23.0,94.0
NL74,24.0,94.0
NL75,25.0,94.0
NL76,26.0,94.0
NL77,27.0,94.0
NL78,28.0,94.0
NL79,29.0,94.0
NL80,20.0,96.0
NL81,21.0,96.0
NL82,22.0,96.0
NL83,23.0,96.0
NL84,24.0,96.0
NL85,25.0,96.0
NL86,26.0,96.0
NL87,27.0,96.0
NL88,28.0,96.0
NL89,29.0,96.0
NL90,20.0,98.0
NL91,21.0,98.0
NL92,22.0,98.0
NL93,23.0,98.0
NL94,24.0,98.0
NL95,25.0,98.0
NL96,26.0,98.0
NL97,27.0,98.0
NL98,28.0,98.0
NL99,29.0,98.0
NM00,30.0,80.0
NM01,31.0,80.0
NM02,32.0,80.0
NM03,33.0,80.0
NM04,34.0,80.0
NM05,35.0,80.0
NM06,36.0,80.0
NM07,37.0,80.0
NM08,38.0,80.0
NM09,39.0,80.0
NM10,30.0,82.0
NM11,31.0,82.0
NM12,32.0,82.0
NM13,33.0,82.0
NM14,34.0,82.0
NM15,35.0,82.0
NM16,36.0,82.0
NM17,37.0,82.0
NM18,38.0,82.0
NM19,39.0,82.0
NM20,30.0,84.0
NM21,31.0,84.0
NM22,32.0,84.0
NM23,33.0,84.0
NM24,34.0,84.0
NM25,35.0,84.0
NM26,36.0,84.0
NM27,37.0,84.0
NM28,38.0,84.0
NM29,39.0,84.0
NM30,30.0,86.0
NM31,31.0,86.0
NM32,32.0,86.0
NM33,33.0,86.0
NM34,34.0,86.0
NM35,35.0,86.0
NM36,36.0,86.0
NM37,37.0,86.0
NM38,38.0,86.0
NM39,39.0,86.0
NM40,30.0,88.0
NM41,31.0,88.0
NM42,32.0,88.0
NM43,33.0,88.0
NM44,34.0,88.0
NM45,35.0,88.0
NM46,36.0,88.0
NM47,37.0,88.0
NM48,38.0,88.0
NM49,39.0,88.0
NM50,30.0,90.0
NM51,31.0,90.0
NM52,32.0,90.0
NM53,33.0,90.0
NM54,34.0,90.0
NM55,35.0,90.0
NM56,36.0,90.0
NM57,37.0,90.0
NM58,38.0,90.0
NM59,39.0,90.0
NM60,30.0,92.0
NM61,31.0,92.0
NM62,32.0,92.0
NM63,33.0,92.0
NM64,34.0,92.0
NM65,35.0,92.0
NM66,36.0,92.0
NM67,37.0,92.0
NM68,38.0,92.0
NM69,39.0,92.0
NM70,30.0,94.0
NM71,31.0,94.0
NM72,32.0,94.0
NM73,33.0,94.0
NM74,34.0,94.0
NM75,35.0,94.0
NM76,36.0,94.0
NM77,37.0,94.0
NM78,38.0,94.0
NM79,39.0,94.0
NM80,30.0,96.0
NM81,31.0,96.0
NM82,32.0,96.0
NM83,33.0,96.0
NM84,34.0,96.0
NM85,35.0,96.0
NM86,36.0,96.0
NM87,37.0,96.0
NM88,38.0,96.0
NM89,39.0,96.0
NM90,30.0,98.0
NM91,31.0,98.0
NM92,32.0,98.0
NM93,33.0,98.0
NM94,34.0,98.0
NM95,35.0,98.0
NM96,36.0,98.0
NM97,37.0,98.0
NM98,38.0,98.0
NM99,39.0,98.0
NN00,40.0,80.0
NN01,41.0,80.0
NN02,42.0,80.0
NN03,43.0,80.0
NN04,44.0,80.0
NN05,45.0,80.0
NN06,46.0,80.0
NN07,47.0,80.0
NN08,48.0,80.0
NN09,49.0,80.0
NN10,40.0,82.0
NN11,41.0,82.0
NN12,42.0,82.0
NN13,43.0,82.0
NN14,44.0,82.0
NN15,45.0,82.0
NN16,46.0,82.0
NN17,47.0,82.0
NN18,48.0,82.0
NN19,49.0,82.0
NN20,40.0,84.0
NN21,41.0,84.0
NN22,42.0,84.0
NN23,43.0,84.0
NN24,44.0,84.0
NN25,45.0,84.0
NN26,46.0,84.0
NN27,47.0,84.0
NN28,48.0,84.0
NN29,49.0,84.0
NN30,40.0,86.0
NN31,41.0,86.0
NN32,42.0,86.0
NN33,43.0,86.0
NN34,44.0,86.0
NN35,45.0,86.0
NN36,46.0,86.0
NN37,47.0,86.0
NN38,48.0,86.0
NN39,49.0,86.0
NN40,40.0,88.0
NN41,41.0,88.0
NN42,42.0,88.0
NN43,43.0,88.0
NN44,44.0,88.0
NN45,45.0,88.0
NN46,46.0,88.0
NN47,47.0,88.0
NN48,48.0,88.0
NN49,49.0,88.0
NN50,40.0,90.0
NN51,41.0,90.0
NN52,42.0,90.0
NN53,43.0,90.0
NN54,44.0,90.0
NN55,45.0,90.0
NN56,46.0,90.0
NN57,47.0,90.0
NN58,48.0,90.0
NN59,49.0,90.0
NN60,40.0,92.0
NN61,41.0,92.0
NN62,42.0,92.0
NN63,43.0,92.0
NN64,44.0,92.0
NN65,45.0,92.0
NN66,46.0,92.0
NN67,47.0,92.0
NN68,48.0,92.0
NN69,49.0,92.0
NN70,40.0,94.0
NN71,41.0,94.0
NN72,42.0,94.0
NN73,43.0,94.0
NN74,44.0,94.0
NN75,45.0,94.0
NN76,46.0,94.0
NN77,47.0,94.0
NN78,48.0,94.0
NN79,49.0,94.0
NN80,40.0,96.0
NN81,41.0,96.0
NN82,42.0,96.0
NN83,43.0,96.0
NN84,44.0,96.0
NN85,45.0,96.0
NN86,46.0,96.0
NN87,47.0,96.0
NN88,48.0,96.0
NN89,49.0,96.0
NN90,40.0,98.0
NN91,41.0,98.0
NN92,42.0,98.0
NN93,43.0,98.0
NN94,44.0,98.0
NN95,45.0,98.0
NN96,46.0,98.0
NN97,47.0,98.0
NN98,48.0,98.0
NN99,49.0,98.0
NO00,50.0,80.0
NO01,51.0,80.0
NO02,52.0,80.0
NO03,53.0,80.0
NO04,54.0,80.0
NO05,55.0,80.0
NO06,56.0,80.0
NO07,57.0,80.0
NO08,58.0,80.0
NO09,59.0,80.0
NO10,50.0,82.0
NO11,51.0,82.0
NO12,52.0,82.0
NO13,53.0,82.0
NO14,54.0,82.0
NO15,55.0,82.0
NO16,56.0,82.0
NO17,57.0,82.0
NO18,58.0,82.0
NO19,59.0,82.0
NO20,50.0,84.0
NO21,51.0,84.0
NO22,52.0,84.0
NO23,53.0,84.0
NO24,54.0,84.0
NO25,55.0,84.0
NO26,56.0,84.0
NO27,57.0,84.0
NO28,58.0,84.0
NO29,59.0,84.0
NO30,50.0,86.0
NO31,51.0,86.0
NO32,52.0,86.0
NO33,53.0,86.0
NO34,54.0,86.0
NO35,55.0,86.0
NO36,56.0,86.0
NO37,57.0,86.0
NO38,58.0,86.0
NO39,59.0,86.0
NO40,50.0,88.0
NO41,51.0,88.0
NO42,52.0,88.0
NO43,53.0,88.0
NO44,54.0,88.0
NO45,55.0,88.0
NO46,56.0,88.0
NO47,57.0,88.0
NO48,58.0,88.0
NO49,59.0,88.0
NO50,50.0,90.0
NO51,51.0,90.0
NO52,52.0,90.0
NO53,53.0,90.0
NO54,54.0,90.0
NO55,55.0,90.0
NO56,56.0,90.0
NO57,57.0,90.0
NO58,58.0,90.0
NO59,59.0,90.0
NO60,50.0,92.0
NO61,51.0,92.0
NO62,52.0,92.0
NO63,53.0,92.0
NO64,54.0,92.0
NO65,55.0,92.0
NO66,56.0,92.0
NO67,57.0,92.0
NO68,58.0,92.0
NO69,59.0,92.0
NO70,50.0,94.0
NO71,51.0,94.0
NO72,52.0,94.0
NO73,53.0,94.0
NO74,54.0,94.0
NO75,55.0,94.0
NO76,56.0,94.0
NO77,57.0,94.0
NO78,58.0,94.0
NO79,59.0,94.0
NO80,50.0,96.0
NO81,51.0,96.0
NO82,52.0,96.0
NO83,53.0,96.0
NO84,54.0,96.0
NO85,55.0,96.0
NO86,56.0,96.0
NO87,57.0,96.0
NO88,58.0,96.0
NO89,59.0,96.0
NO90,50.0,98.0
NO91,51.0,98.0
NO92,52.0,98.0
NO93,53.0,98.0
NO94,54.0,98.0
NO95,55.0,98.0
NO96,56.0,98.0
NO97,57.0,98.0
NO98,58.0,98.0
NO99,59.0,98.0
NP00,60.0,80.0
NP01,61.0,80.0
NP02,62.0,80.0
NP03,63.0,80.0
NP04,64.0,80.0
NP05,65.0,80.0
NP06,66.0,80.0
NP07,67.0,80.0
NP08,68.0,80.0
NP09,69.0,80.0
NP10,60.0,82.0
NP11,61.0,82.0
NP12,62.0,82.0
NP13,63.0,82.0
NP14,64.0,82.0
NP15,65.0,82.0
NP16,66.0,82.0
NP17,67.0,82.0
NP18,68.0,82.0
NP19,69.0,82.0
NP20,60.0,84.0
NP21,61.0,84.0
NP22,62.0,84.0
NP23,63.0,84.0
NP24,64.0,84.0
NP25,65.0,84.0
NP26,66.0,84.0
NP27,67.0,84.0
NP28,68.0,84.0
NP29,69.0,84.0
NP30,60.0,86.0
NP31,61.0,86.0
NP32,62.0,86.0
NP33,63.0,86.0
NP34,64.0,86.0
NP35,65.0,86.0
NP36,66.0,86.0
NP37,67.0,86.0
NP38,68.0,86.0
NP39,69.0,86.0
NP40,60.0,88.0
NP41,61.0,88.0
NP42,62.0,88.0
NP43,63.0,88.0
NP44,64.0,88.0
NP45,65.0,88.0
NP46,66.0,88.0
NP47,67.0,88.0
