grid,lon_lat
CB93,"(-122.0, -77.0)"
CB94,"(-122.0, -76.0)"
CB95,"(-122.0, -75.0)"
CB96,"(-122.0, -74.0)"
CB97,"(-122.0, -73.0)"
CB98,"(-122.0, -72.0)"
CB99,"(-122.0, -71.0)"
CC00,"(-140.0, -70.0)"
CC01,"(-140.0, -69.0)"
CC02,"(-140.0, -68.0)"
CC03,"(-140.0, -67.0)"
CC04,"(-140.0, -66.0)"
CC05,"(-140.0, -65.0)"
CC06,"(-140.0, -64.0)"
CC07,"(-140.0, -63.0)"
CC08,"(-140.0, -62.0)"
CC09,"(-140.0, -61.0)"
CC10,"(-138.0, -70.0)"
CC11,"(-138.0, -69.0)"
CC12,"(-138.0, -68.0)"
CC13,"(-138.0, -67.0)"
CC14,"(-138.0, -66.0)"
CC15,"(-138.0, -65.0)"
CC16,"(-138.0, -64.0)"
CC17,"(-138.0, -63.0)"
CC18,"(-138.0, -62.0)"
CC19,"(-138.0, -61.0)"
CC20,"(-136.0, -70.0)"
CC21,"(-136.0, -69.0)"
CC22,"(-136.0, -68.0)"
CC23,"(-136.0, -67.0)"
CC24,"(-136.0, -66.0)"
CC25,"(-136.0, -65.0)"
CC26,"(-136.0, -64.0)"
CC27,"(-136.0, -63.0)"
CC28,"(-136.0, -62.0)"
CC29,"(-136.0, -61.0)"
CC30,"(-134.0, -70.0)"
CC31,"(-134.0, -69.0)"
CC32,"(-134.0, -68.0)"
CC33,"(-134.0, -67.0)"
CC34,"(-134.0, -66.0)"
CC35,"(-134.0, -65.0)"
CC36,"(-134.0, -64.0)"
CC37,"(-134.0, -63.0)"
CC38,"(-134.0, -62.0)"
CC39,"(-134.0, -61.0)"
CC40,"(-132.0, -70.0)"
CC41,"(-132.0, -69.0)"
CC42,"(-132.0, -68.0)"
CC43,"(-132.0, -67.0)"
CC44,"(-132.0, -66.0)"
CC45,"(-132.0, -65.0)"
CC46,"(-132.0, -64.0)"
CC47,"(-132.0, -63.0)"
CC48,"(-132.0, -62.0)"
CC49,"(-132.0, -61.0)"
CC50,"(-130.0, -70.0)"
CC51,"(-130.0, -69.0)"
CC52,"(-130.0, -68.0)"
CC53,"(-130.0, -67.0)"
CC54,"(-130.0, -66.0)"
CC55,"(-130.0, -65.0)"
CC56,"(-130.0, -64.0)"
CC57,"(-130.0, -63.0)"
CC58,"(-130.0, -62.0)"
CC59,"(-130.0, -61.0)"
CC60,"(-128.0, -70.0)"
CC61,"(-128.0, -69.0)"
CC62,"(-128.0, -68.0)"
CC63,"(-128.0, -67.0)"
CC64,"(-128.0, -66.0)"
CC65,"(-128.0, -65.0)"
CC66,"(-128.0, -64.0)"
CC67,"(-128.0, -63.0)"
CC68,"(-128.0, -62.0)"
CC69,"(-128.0, -61.0)"
CC70,"(-126.0, -70.0)"
CC71,"(-126.0, -69.0)"
CC72,"(-126.0, -68.0)"
CC73,"(-126.0, -67.0)"
CC74,"(-126.0, -66.0)"
CC75,"(-126.0, -65.0)"
CC76,"(-126.0, -64.0)"
CC77,"(-126.0, -63.0)"
CC78,"(-126.0, -62.0)"
CC79,"(-126.0, -61.0)"
CC80,"(-124.0, -70.0)"
CC81,"(-124.0, -69.0)"
CC82,"(-124.0, -68.0)"
CC83,"(-124.0, -67.0)"
CC84,"(-124.0, -66.0)"
CC85,"(-124.0, -65.0)"
CC86,"(-124.0, -64.0)"
CC87,"(-124.0, -63.0)"
CC88,"(-124.0, -62.0)"
CC89,"(-124.0, -61.0)"
CC90,"(-122.0, -70.0)"
CC91,"(-122.0, -69.0)"
CC92,"(-122.0, -68.0)"
CC93,"(-122.0, -67.0)"
CC94,"(-122.0, -66.0)"
CC95,"(-122.0, -65.0)"
CC96,"(-122.0, -64.0)"
CC97,"(-122.0, -63.0)"
CC98,"(-122.0, -62.0)"
CC99,"(-122.0, -61.0)"
CD00,"(-140.0, -60.0)"
CD01,"(-140.0, -59.0)"
CD02,"(-140.0, -58.0)"
CD03,"(-140.0, -57.0)"
CD04,"(-140.0, -56.0)"
CD05,"(-140.0, -55.0)"
CD06,"(-140.0, -54.0)"
CD07,"(-140.0, -53.0)"
CD08,"(-140.0, -52.0)"
CD09,"(-140.0, -51.0)"
CD10,"(-138.0, -60.0)"
CD11,"(-138.0, -59.0)"
CD12,"(-138.0, -58.0)"
CD13,"(-138.0, -57.0)"
CD14,"(-138.0, -56.0)"
CD15,"(-138.0, -55.0)"
CD16,"(-138.0, -54.0)"
CD17,"(-138.0, -53.0)"
CD18,"(-138.0, -52.0)"
CD19,"(-138.0, -51.0)"
CD20,"(-136.0, -60.0)"
CD21,"(-136.0, -59.0)"
CD22,"(-136.0, -58.0)"
CD23,"(-136.0, -57.0)"
CD24,"(-136.0, -56.0)"
CD25,"(-136.0, -55.0)"
CD26,"(-136.0, -54.0)"
CD27,"(-136.0, -53.0)"
CD28,"(-136.0, -52.0)"
CD29,"(-136.0, -51.0)"
CD30,"(-134.0, -60.0)"
CD31,"(-134.0, -59.0)"
CD32,"(-134.0, -58.0)"
CD33,"(-134.0, -57.0)"
CD34,"(-134.0, -56.0)"
CD35,"(-134.0, -55.0)"
CD36,"(-134.0, -54.0)"
CD37,"(-134.0, -53.0)"
CD38,"(-134.0, -52.0)"
CD39,"(-134.0, -51.0)"
CD40,"(-132.0, -60.0)"
CD41,"(-132.0, -59.0)"
CD42,"(-132.0, -58.0)"
CD43,"(-132.0, -57.0)"
CD44,"(-132.0, -56.0)"
CD45,"(-132.0, -55.0)"
CD46,"(-132.0, -54.0)"
CD47,"(-132.0, -53.0)"
CD48,"(-132.0, -52.0)"
CD49,"(-132.0, -51.0)"
CD50,"(-130.0, -60.0)"
CD51,"(-130.0, -59.0)"
CD52,"(-130.0, -58.0)"
CD53,"(-130.0, -57.0)"
CD54,"(-130.0, -56.0)"
CD55,"(-130.0, -55.0)"
CD56,"(-130.0, -54.0)"
CD57,"(-130.0, -53.0)"
CD58,"(-130.0, -52.0)"
CD59,"(-130.0, -51.0)"
CD60,"(-128.0, -60.0)"
CD61,"(-128.0, -59.0)"
CD62,"(-128.0, -58.0)"
CD63,"(-128.0, -57.0)"
CD64,"(-128.0, -56.0)"
CD65,"(-128.0, -55.0)"
CD66,"(-128.0, -54.0)"
CD67,"(-128.0, -53.0)"
CD68,"(-128.0, -52.0)"
CD69,"(-128.0, -51.0)"
CD70,"(-126.0, -60.0)"
CD71,"(-126.0, -59.0)"
CD72,"(-126.0, -58.0)"
CD73,"(-126.0, -57.0)"
CD74,"(-126.0, -56.0)"
CD75,"(-126.0, -55.0)"
CD76,"(-126.0, -54.0)"
CD77,"(-126.0, -53.0)"
CD78,"(-126.0, -52.0)"
CD79,"(-126.0, -51.0)"
CD80,"(-124.0, -60.0)"
CD81,"(-124.0, -59.0)"
CD82,"(-124.0, -58.0)"
CD83,"(-124.0, -57.0)"
CD84,"(-124.0, -56.0)"
CD85,"(-124.0, -55.0)"
CD86,"(-124.0, -54.0)"
CD87,"(-124.0, -53.0)"
CD88,"(-124.0, -52.0)"
CD89,"(-124.0, -51.0)"
CD90,"(-122.0, -60.0)"
CD91,"(-122.0, -59.0)"
CD92,"(-122.0, -58.0)"
CD93,"(-122.0, -57.0)"
CD94,"(-122.0, -56.0)"
CD95,"(-122.0, -55.0)"
CD96,"(-122.0, -54.0)"
CD97,"(-122.0, -53.0)"
CD98,"(-122.0, -52.0)"
CD99,"(-122.0, -51.0)"
CE00,"(-140.0, -50.0)"
CE01,"(-140.0, -49.0)"
CE02,"(-140.0, -48.0)"
CE03,"(-140.0, -47.0)"
CE04,"(-140.0, -46.0)"
CE05,"(-140.0, -45.0)"
CE06,"(-140.0, -44.0)"
CE07,"(-140.0, -43.0)"
CE08,"(-140.0, -42.0)"
CE09,"(-140.0, -41.0)"
CE10,"(-138.0, -50.0)"
CE11,"(-138.0, -49.0)"
CE12,"(-138.0, -48.0)"
CE13,"(-138.0, -47.0)"
CE14,"(-138.0, -46.0)"
CE15,"(-138.0, -45.0)"
CE16,"(-138.0, -44.0)"
CE17,"(-138.0, -43.0)"
CE18,"(-138.0, -42.0)"
CE19,"(-138.0, -41.0)"
CE20,"(-136.0, -50.0)"
CE21,"(-136.0, -49.0)"
CE22,"(-136.0, -48.0)"
CE23,"(-136.0, -47.0)"
CE24,"(-136.0, -46.0)"
CE25,"(-136.0, -45.0)"
CE26,"(-136.0, -44.0)"
CE27,"(-136.0, -43.0)"
CE28,"(-136.0, -42.0)"
CE29,"(-136.0, -41.0)"
CE30,"(-134.0, -50.0)"
CE31,"(-134.0, -49.0)"
CE32,"(-134.0, -48.0)"
CE33,"(-134.0, -47.0)"
CE34,"(-134.0, -46.0)"
CE35,"(-134.0, -45.0)"
CE36,"(-134.0, -44.0)"
CE37,"(-134.0, -43.0)"
CE38,"(-134.0, -42.0)"
CE39,"(-134.0, -41.0)"
CE40,"(-132.0, -50.0)"
CE41,"(-132.0, -49.0)"
CE42,"(-132.0, -48.0)"
CE43,"(-132.0, -47.0)"
CE44,"(-132.0, -46.0)"
CE45,"(-132.0, -45.0)"
CE46,"(-132.0, -44.0)"
CE47,"(-132.0, -43.0)"
CE48,"(-132.0, -42.0)"
CE49,"(-132.0, -41.0)"
CE50,"(-130.0, -50.0)"
CE51,"(-130.0, -49.0)"
CE52,"(-130.0, -48.0)"
CE53,"(-130.0, -47.0)"
CE54,"(-130.0, -46.0)"
CE55,"(-130.0, -45.0)"
CE56,"(-130.0, -44.0)"
CE57,"(-130.0, -43.0)"
CE58,"(-130.0, -42.0)"
CE59,"(-130.0, -41.0)"
CE60,"(-128.0, -50.0)"
CE61,"(-128.0, -49.0)"
CE62,"(-128.0, -48.0)"
CE63,"(-128.0, -47.0)"
CE64,"(-128.0, -46.0)"
CE65,"(-128.0, -45.0)"
CE66,"(-128.0, -44.0)"
CE67,"(-128.0, -43.0)"
CE68,"(-128.0, -42.0)"
CE69,"(-128.0, -41.0)"
CE70,"(-126.0, -50.0)"
CE71,"(-126.0, -49.0)"
CE72,"(-126.0, -48.0)"
CE73,"(-126.0, -47.0)"
CE74,"(-126.0, -46.0)"
CE75,"(-126.0, -45.0)"
CE76,"(-126.0, -44.0)"
CE77,"(-126.0, -43.0)"
CE78,"(-126.0, -42.0)"
CE79,"(-126.0, -41.0)"
CE80,"(-124.0, -50.0)"
CE81,"(-124.0, -49.0)"
CE82,"(-124.0, -48.0)"
CE83,"(-124.0, -47.0)"
CE84,"(-124.0, -46.0)"
CE85,"(-124.0, -45.0)"
CE86,"(-124.0, -44.0)"
CE87,"(-124.0, -43.0)"
CE88,"(-124.0, -42.0)"
CE89,"(-124.0, -41.0)"
CE90,"(-122.0, -50.0)"
CE91,"(-122.0, -49.0)"
CE92,"(-122.0, -48.0)"
CE93,"(-122.0, -47.0)"
CE94,"(-122.0, -46.0)"
CE95,"(-122.0, -45.0)"
CE96,"(-122.0, -44.0)"
CE97,"(-122.0, -43.0)"
CE98,"(-122.0, -42.0)"
CE99,"(-122.0, -41.0)"
CF00,"(-140.0, -40.0)"
CF01,"(-140.0, -39.0)"
CF02,"(-140.0, -38.0)"
CF03,"(-140.0, -37.0)"
CF04,"(-140.0, -36.0)"
CF05,"(-140.0, -35.0)"
CF06,"(-140.0, -34.0)"
CF07,"(-140.0, -33.0)"
CF08,"(-140.0, -32.0)"
CF09,"(-140.0, -31.0)"
CF10,"(-138.0, -40.0)"
CF11,"(-138.0, -39.0)"
CF12,"(-138.0, -38.0)"
CF13,"(-138.0, -37.0)"
CF14,"(-138.0, -36.0)"
CF15,"(-138.0, -35.0)"
CF16,"(-138.0, -34.0)"
CF17,"(-138.0, -33.0)"
CF18,"(-138.0, -32.0)"
CF19,"(-138.0, -31.0)"
CF20,"(-136.0, -40.0)"
CF21,"(-136.0, -39.0)"
CF22,"(-136.0, -38.0)"
CF23,"(-136.0, -37.0)"
CF24,"(-136.0, -36.0)"
CF25,"(-136.0, -35.0)"
CF26,"(-136.0, -34.0)"
CF27,"(-136.0, -33.0)"
CF28,"(-136.0, -32.0)"
CF29,"(-136.0, -31.0)"
CF30,"(-134.0, -40.0)"
CF31,"(-134.0, -39.0)"
CF32,"(-134.0, -38.0)"
CF33,"(-134.0, -37.0)"
CF34,"(-134.0, -36.0)"
CF35,"(-134.0, -35.0)"
CF36,"(-134.0, -34.0)"
CF37,"(-134.0, -33.0)"
CF38,"(-134.0, -32.0)"
CF39,"(-134.0, -31.0)"
CF40,"(-132.0, -40.0)"
CF41,"(-132.0, -39.0)"
CF42,"(-132.0, -38.0)"
CF43,"(-132.0, -37.0)"
CF44,"(-132.0, -36.0)"
CF45,"(-132.0, -35.0)"
CF46,"(-132.0, -34.0)"
CF47,"(-132.0, -33.0)"
CF48,"(-132.0, -32.0)"
CF49,"(-132.0, -31.0)"
CF50,"(-130.0, -40.0)"
CF51,"(-130.0, -39.0)"
CF52,"(-130.0, -38.0)"
CF53,"(-130.0, -37.0)"
CF54,"(-130.0, -36.0)"
CF55,"(-130.0, -35.0)"
CF56,"(-130.0, -34.0)"
CF57,"(-130.0, -33.0)"
CF58,"(-130.0, -32.0)"
CF59,"(-130.0, -31.0)"
CF60,"(-128.0, -40.0)"
CF61,"(-128.0, -39.0)"
CF62,"(-128.0, -38.0)"
CF63,"(-128.0, -37.0)"
CF64,"(-128.0, -36.0)"
CF65,"(-128.0, -35.0)"
CF66,"(-128.0, -34.0)"
CF67,"(-128.0, -33.0)"
CF68,"(-128.0, -32.0)"
CF69,"(-128.0, -31.0)"
CF70,"(-126.0, -40.0)"
CF71,"(-126.0, -39.0)"
CF72,"(-126.0, -38.0)"
CF73,"(-126.0, -37.0)"
CF74,"(-126.0, -36.0)"
CF75,"(-126.0, -35.0)"
CF76,"(-126.0, -34.0)"
CF77,"(-126.0, -33.0)"
CF78,"(-126.0, -32.0)"
CF79,"(-126.0, -31.0)"
CF80,"(-124.0, -40.0)"
CF81,"(-124.0, -39.0)"
CF82,"(-124.0, -38.0)"
CF83,"(-124.0, -37.0)"
CF84,"(-124.0, -36.0)"
CF85,"(-124.0, -35.0)"
CF86,"(-124.0, -34.0)"
CF87,"(-124.0, -33.0)"
CF88,"(-124.0, -32.0)"
CF89,"(-124.0, -31.0)"
CF90,"(-122.0, -40.0)"
CF91,"(-122.0, -39.0)"
CF92,"(-122.0, -38.0)"
CF93,"(-122.0, -37.0)"
CF94,"(-122.0, -36.0)"
CF95,"(-122.0, -35.0)"
CF96,"(-122.0, -34.0)"
CF97,"(-122.0, -33.0)"
CF98,"(-122.0, -32.0)"
CF99,"(-122.0, -31.0)"
CG00,"(-140.0, -30.0)"
CG01,"(-140.0, -29.0)"
CG02,"(-140.0, -28.0)"
CG03,"(-140.0, -27.0)"
CG04,"(-140.0, -26.0)"
CG05,"(-140.0, -25.0)"
CG06,"(-140.0, -24.0)"
CG07,"(-140.0, -23.0)"
CG08,"(-140.0, -22.0)"
CG09,"(-140.0, -21.0)"
CG10,"(-138.0, -30.0)"
CG11,"(-138.0, -29.0)"
CG12,"(-138.0, -28.0)"
CG13,"(-138.0, -27.0)"
CG14,"(-138.0, -26.0)"
CG15,"(-138.0, -25.0)"
CG16,"(-138.0, -24.0)"
CG17,"(-138.0, -23.0)"
CG18,"(-138.0, -22.0)"
CG19,"(-138.0, -21.0)"
CG20,"(-136.0, -30.0)"
CG21,"(-136.0, -29.0)"
CG22,"(-136.0, -28.0)"
CG23,"(-136.0, -27.0)"
CG24,"(-136.0, -26.0)"
CG25,"(-136.0, -25.0)"
CG26,"(-136.0, -24.0)"
CG27,"(-136.0, -23.0)"
CG28,"(-136.0, -22.0)"
CG29,"(-136.0, -21.0)"
CG30,"(-134.0, -30.0)"
CG31,"(-134.0, -29.0)"
CG32,"(-134.0, -28.0)"
CG33,"(-134.0, -27.0)"
CG34,"(-134.0, -26.0)"
CG35,"(-134.0, -25.0)"
CG36,"(-134.0, -24.0)"
CG37,"(-134.0, -23.0)"
CG38,"(-134.0, -22.0)"
CG39,"(-134.0, -21.0)"
CG40,"(-132.0, -30.0)"
CG41,"(-132.0, -29.0)"
CG42,"(-132.0, -28.0)"
CG43,"(-132.0, -27.0)"
CG44,"(-132.0, -26.0)"
CG45,"(-132.0, -25.0)"
CG46,"(-132.0, -24.0)"
CG47,"(-132.0, -23.0)"
CG48,"(-132.0, -22.0)"
CG49,"(-132.0, -21.0)"
CG50,"(-130.0, -30.0)"
CG51,"(-130.0, -29.0)"
CG52,"(-130.0, -28.0)"
CG53,"(-130.0, -27.0)"
CG54,"(-130.0, -26.0)"
CG55,"(-130.0, -25.0)"
CG56,"(-130.0, -24.0)"
CG57,"(-130.0, -23.0)"
CG58,"(-130.0, -22.0)"
CG59,"(-130.0, -21.0)"
CG60,"(-128.0, -30.0)"
CG61,"(-128.0, -29.0)"
CG62,"(-128.0, -28.0)"
CG63,"(-128.0, -27.0)"
CG64,"(-128.0, -26.0)"
CG65,"(-128.0, -25.0)"
CG66,"(-128.0, -24.0)"
CG67,"(-128.0, -23.0)"
CG68,"(-128.0, -22.0)"
CG69,"(-128.0, -21.0)"
CG70,"(-126.0, -30.0)"
CG71,"(-126.0, -29.0)"
CG72,"(-126.0, -28.0)"
CG73,"(-126.0, -27.0)"
CG74,"(-126.0, -26.0)"
CG75,"(-126.0, -25.0)"
CG76,"(-126.0, -24.0)"
CG77,"(-126.0, -23.0)"
CG78,"(-126.0, -22.0)"
CG79,"(-126.0, -21.0)"
CG80,"(-124.0, -30.0)"
CG81,"(-124.0, -29.0)"
CG82,"(-124.0, -28.0)"
CG83,"(-124.0, -27.0)"
CG84,"(-124.0, -26.0)"
CG85,"(-124.0, -25.0)"
CG86,"(-124.0, -24.0)"
CG87,"(-124.0, -23.0)"
CG88,"(-124.0, -22.0)"
CG89,"(-124.0, -21.0)"
CG90,"(-122.0, -30.0)"
CG91,"(-122.0, -29.0)"
CG92,"(-122.0, -28.0)"
CG93,"(-122.0, -27.0)"
CG94,"(-122.0, -26.0)"
CG95,"(-122.0, -25.0)"
CG96,"(-122.0, -24.0)"
CG97,"(-122.0, -23.0)"
CG98,"(-122.0, -22.0)"
CG99,"(-122.0, -21.0)"
CH00,"(-140.0, -20.0)"
CH01,"(-140.0, -19.0)"
CH02,"(-140.0, -18.0)"
CH03,"(-140.0, -17.0)"
CH04,"(-140.0, -16.0)"
CH05,"(-140.0, -15.0)"
CH06,"(-140.0, -14.0)"
CH07,"(-140.0, -13.0)"
CH08,"(-140.0, -12.0)"
CH09,"(-140.0, -11.0)"
CH10,"(-138.0, -20.0)"
CH11,"(-138.0, -19.0)"
CH12,"(-138.0, -18.0)"
CH13,"(-138.0, -17.0)"
CH14,"(-138.0, -16.0)"
CH15,"(-138.0, -15.0)"
CH16,"(-138.0, -14.0)"
CH17,"(-138.0, -13.0)"
CH18,"(-138.0, -12.0)"
CH19,"(-138.0, -11.0)"
CH20,"(-136.0, -20.0)"
CH21,"(-136.0, -19.0)"
CH22,"(-136.0, -18.0)"
CH23,"(-136.0, -17.0)"
CH24,"(-136.0, -16.0)"
CH25,"(-136.0, -15.0)"
CH26,"(-136.0, -14.0)"
CH27,"(-136.0, -13.0)"
CH28,"(-136.0, -12.0)"
CH29,"(-136.0, -11.0)"
CH30,"(-134.0, -20.0)"
CH31,"(-134.0, -19.0)"
CH32,"(-134.0, -18.0)"
CH33,"(-134.0, -17.0)"
CH34,"(-134.0, -16.0)"
CH35,"(-134.0, -15.0)"
CH36,"(-134.0, -14.0)"
CH37,"(-134.0, -13.0)"
CH38,"(-134.0, -12.0)"
CH39,"(-134.0, -11.0)"
CH40,"(-132.0, -20.0)"
CH41,"(-132.0, -19.0)"
CH42,"(-132.0, -18.0)"
CH43,"(-132.0, -17.0)"
CH44,"(-132.0, -16.0)"
CH45,"(-132.0, -15.0)"
CH46,"(-132.0, -14.0)"
CH47,"(-132.0, -13.0)"
CH48,"(-132.0, -12.0)"
CH49,"(-132.0, -11.0)"
CH50,"(-130.0, -20.0)"
CH51,"(-130.0, -19.0)"
CH52,"(-130.0, -18.0)"
CH53,"(-130.0, -17.0)"
CH54,"(-130.0, -16.0)"
CH55,"(-130.0, -15.0)"
CH56,"(-130.0, -14.0)"
CH57,"(-130.0, -13.0)"
CH58,"(-130.0, -12.0)"
CH59,"(-130.0, -11.0)"
CH60,"(-128.0, -20.0)"
CH61,"(-128.0, -19.0)"
CH62,"(-128.0, -18.0)"
CH63,"(-128.0, -17.0)"
CH64,"(-128.0, -16.0)"
CH65,"(-128.0, -15.0)"
CH66,"(-128.0, -14.0)"
CH67,"(-128.0, -13.0)"
CH68,"(-128.0, -12.0)"
CH69,"(-128.0, -11.0)"
CH70,"(-126.0, -20.0)"
CH71,"(-126.0, -19.0)"
CH72,"(-126.0, -18.0)"
CH73,"(-126.0, -17.0)"
CH74,"(-126.0, -16.0)"
CH75,"(-126.0, -15.0)"
CH76,"(-126.0, -14.0)"
CH77,"(-126.0, -13.0)"
CH78,"(-126.0, -12.0)"
CH79,"(-126.0, -11.0)"
CH80,"(-124.0, -20.0)"
CH81,"(-124.0, -19.0)"
CH82,"(-124.0, -18.0)"
CH83,"(-124.0, -17.0)"
CH84,"(-124.0, -16.0)"
CH85,"(-124.0, -15.0)"
CH86,"(-124.0, -14.0)"
CH87,"(-124.0, -13.0)"
CH88,"(-124.0, -12.0)"
CH89,"(-124.0, -11.0)"
CH90,"(-122.0, -20.0)"
CH91,"(-122.0, -19.0)"
CH92,"(-122.0, -18.0)"
CH93,"(-122.0, -17.0)"
CH94,"(-122.0, -16.0)"
CH95,"(-122.0, -15.0)"
CH96,"(-122.0, -14.0)"
CH97,"(-122.0, -13.0)"
CH98,"(-122.0, -12.0)"
CH99,"(-122.0, -11.0)"
CI00,"(-140.0, -10.0)"
CI01,"(-140.0, -9.0)"
CI02,"(-140.0, -8.0)"
CI03,"(-140.0, -7.0)"
CI04,"(-140.0, -6.0)"
CI05,"(-140.0, -5.0)"
CI06,"(-140.0, -4.0)"
CI07,"(-140.0, -3.0)"
CI08,"(-140.0, -2.0)"
CI09,"(-140.0, -1.0)"
CI10,"(-138.0, -10.0)"
CI11,"(-138.0, -9.0)"
CI12,"(-138.0, -8.0)"
CI13,"(-138.0, -7.0)"
CI14,"(-138.0, -6.0)"
CI15,"(-138.0, -5.0)"
CI16,"(-138.0, -4.0)"
CI17,"(-138.0, -3.0)"
CI18,"(-138.0, -2.0)"
CI19,"(-138.0, -1.0)"
CI20,"(-136.0, -10.0)"
CI21,"(-136.0, -9.0)"
CI22,"(-136.0, -8.0)"
CI23,"(-136.0, -7.0)"
CI24,"(-136.0, -6.0)"
CI25,"(-136.0, -5.0)"
CI26,"(-136.0, -4.0)"
CI27,"(-136.0, -3.0)"
CI28,"(-136.0, -2.0)"
CI29,"(-136.0, -1.0)"
CI30,"(-134.0, -10.0)"
CI31,"(-134.0, -9.0)"
CI32,"(-134.0, -8.0)"
CI33,"(-134.0, -7.0)"
CI34,"(-134.0, -6.0)"
CI35,"(-134.0, -5.0)"
CI36,"(-134.0, -4.0)"
CI37,"(-134.0, -3.0)"
CI38,"(-134.0, -2.0)"
CI39,"(-134.0, -1.0)"
CI40,"(-132.0, -10.0)"
CI41,"(-132.0, -9.0)"
CI42,"(-132.0, -8.0)"
CI43,"(-132.0, -7.0)"
CI44,"(-132.0, -6.0)"
CI45,"(-132.0, -5.0)"
CI46,"(-132.0, -4.0)"
CI47,"(-132.0, -3.0)"
CI48,"(-132.0, -2.0)"
CI49,"(-132.0, -1.0)"
CI50,"(-130.0, -10.0)"
CI51,"(-130.0, -9.0)"
CI52,"(-130.0, -8.0)"
CI53,"(-130.0, -7.0)"
CI54,"(-130.0, -6.0)"
CI55,"(-130.0, -5.0)"
CI56,"(-130.0, -4.0)"
CI57,"(-130.0, -3.0)"
CI58,"(-130.0, -2.0)"
CI59,"(-130.0, -1.0)"
CI60,"(-128.0, -10.0)"
CI61,"(-128.0, -9.0)"
CI62,"(-128.0, -8.0)"
CI63,"(-128.0, -7.0)"
CI64,"(-128.0, -6.0)"
CI65,"(-128.0, -5.0)"
CI66,"(-128.0, -4.0)"
CI67,"(-128.0, -3.0)"
CI68,"(-128.0, -2.0)"
CI69,"(-128.0, -1.0)"
CI70,"(-126.0, -10.0)"
CI71,"(-126.0, -9.0)"
CI72,"(-126.0, -8.0)"
CI73,"(-126.0, -7.0)"
CI74,"(-126.0, -6.0)"
CI75,"(-126.0, -5.0)"
CI76,"(-126.0, -4.0)"
CI77,"(-126.0, -3.0)"
CI78,"(-126.0, -2.0)"
CI79,"(-126.0, -1.0)"
CI80,"(-124.0, -10.0)"
CI81,"(-124.0, -9.0)"
CI82,"(-124.0, -8.0)"
CI83,"(-124.0, -7.0)"
CI84,"(-124.0, -6.0)"
CI85,"(-124.0, -5.0)"
CI86,"(-124.0, -4.0)"
CI87,"(-124.0, -3.0)"
CI88,"(-124.0, -2.0)"
CI89,"(-124.0, -1.0)"
CI90,"(-122.0, -10.0)"
CI91,"(-122.0, -9.0)"
CI92,"(-122.0, -8.0)"
CI93,"(-122.0, -7.0)"
CI94,"(-122.0, -6.0)"
CI95,"(-122.0, -5.0)"
CI96,"(-122.0, -4.0)"
CI97,"(-122.0, -3.0)"
CI98,"(-122.0, -2.0)"
CI99,"(-122.0, -1.0)"
CJ00,"(-140.0, 0.0)"
CJ01,"(-140.0, 1.0)"
CJ02,"(-140.0, 2.0)"
CJ03,"(-140.0, 3.0)"
CJ04,"(-140.0, 4.0)"
CJ05,"(-140.0, 5.0)"
CJ06,"(-140.0, 6.0)"
CJ07,"(-140.0, 7.0)"
CJ08,"(-140.0, 8.0)"
CJ09,"(-140.0, 9.0)"
CJ10,"(-138.0, 0.0)"
CJ11,"(-138.0, 1.0)"
CJ12,"(-138.0, 2.0)"
CJ13,"(-138.0, 3.0)"
CJ14,"(-138.0, 4.0)"
CJ15,"(-138.0, 5.0)"
CJ16,"(-138.0, 6.0)"
CJ17,"(-138.0, 7.0)"
CJ18,"(-138.0, 8.0)"
CJ19,"(-138.0, 9.0)"
CJ20,"(-136.0, 0.0)"
CJ21,"(-136.0, 1.0)"
CJ22,"(-136.0, 2.0)"
CJ23,"(-136.0, 3.0)"
CJ24,"(-136.0, 4.0)"
CJ25,"(-136.0, 5.0)"
CJ26,"(-136.0, 6.0)"
CJ27,"(-136.0, 7.0)"
CJ28,"(-136.0, 8.0)"
CJ29,"(-136.0, 9.0)"
CJ30,"(-134.0, 0.0)"
CJ31,"(-134.0, 1.0)"
CJ32,"(-134.0, 2.0)"
CJ33,"(-134.0, 3.0)"
CJ34,"(-134.0, 4.0)"
CJ35,"(-134.0, 5.0)"
CJ36,"(-134.0, 6.0)"
CJ37,"(-134.0, 7.0)"
CJ38,"(-134.0, 8.0)"
CJ39,"(-134.0, 9.0)"
CJ40,"(-132.0, 0.0)"
CJ41,"(-132.0, 1.0)"
CJ42,"(-132.0, 2.0)"
CJ43,"(-132.0, 3.0)"
CJ44,"(-132.0, 4.0)"
CJ45,"(-132.0, 5.0)"
CJ46,"(-132.0, 6.0)"
CJ47,"(-132.0, 7.0)"
CJ48,"(-132.0, 8.0)"
CJ49,"(-132.0, 9.0)"
CJ50,"(-130.0, 0.0)"
CJ51,"(-130.0, 1.0)"
CJ52,"(-130.0, 2.0)"
CJ53,"(-130.0, 3.0)"
CJ54,"(-130.0, 4.0)"
CJ55,"(-130.0, 5.0)"
CJ56,"(-130.0, 6.0)"
CJ57,"(-130.0, 7.0)"
CJ58,"(-130.0, 8.0)"
CJ59,"(-130.0, 9.0)"
CJ60,"(-128.0, 0.0)"
CJ61,"(-128.0, 1.0)"
CJ62,"(-128.0, 2.0)"
CJ63,"(-128.0, 3.0)"
CJ64,"(-128.0, 4.0)"
CJ65,"(-128.0, 5.0)"
